Term	Overlap	P.value	Adjusted.P.value	Gene_count	Gene_ratio	Genes
Metallothioneins Bind Metals	7/11	3.25320931040305e-07	1.79665877824532e-05	7	0.636363636363636	MT1A;MT1M;MT1F;MT1G;MT1H;MT1X;MT1B
Biosynthesis of Maresins	6/8	5.73976080546768e-07	3.03209103419271e-05	6	0.75	CYP2C9;CYP2C8;EPHX2;CYP1A2;CYP2E1;CYP3A4
Signaling by Interleukins	50/452	8.2196859324522e-07	4.16121600330393e-05	50	0.110619469026549	CNTFR;CD80;IL24;CXCL1;IL1RAP;CXCL2;IGHG4;IGHG1;IL18RAP;MYC;IL13RA2;RAG1;HGF;MMP2;IL18;LIFR;IRAK3;FOS;SIGIRR;HCK;IRF4;IL1B;CSF1R;PELI2;FPR1;GATA3;PTGS2;SOCS2;SOCS3;IL1RL1;CCL5;CCL4;CCL3;HMOX1;S100A12;CCL2;FYN;CCL19;CCR1;IL33;TSLP;PTPN13;IL6;CD4;IL8;GSTA2;IL2RB;SAA1;IL7R;IL18R1
Metabolism of Amino Acids and Derivatives	42/358	1.3669577265167e-06	6.64341455087118e-05	42	0.11731843575419	DMGDH;GCDH;OAT;NNMT;GLS2;SHMT1;HAAO;HDC;TAT;GPT;DBH;CSAD;FTCD;ACMSD;TDO2;IYD;KYNU;PHGDH;PRODH;AASS;SDS;HGD;AADAT;AGXT2;BCKDHB;SLC6A12;BBOX1;KMO;PRODH2;INMT;GNMT;GSTZ1;ALDH6A1;BHMT;HAL;FOLH1;UROC1;CTH;SARDH;HPD;ASPA;OTC
Biosynthesis of Maresin-Like SPMs	5/6	2.43346478383673e-06	0.000113717681244678	5	0.833333333333333	CYP2C9;CYP2C8;CYP1A2;CYP2E1;CYP3A4
Response to Metal Ions	7/14	2.93644609058918e-06	0.000132140074076513	7	0.5	MT1A;MT1M;MT1F;MT1G;MT1X;MT1H;MT1B
Class A 1 (Rhodopsin-like Receptors)	39/333	3.36841156971579e-06	0.000146165002043024	39	0.117117117117117	CXCL6;SUCNR1;PTGER2;GPR65;FPR1;ADRB1;CXCL1;OXT;CXCR6;ADRA1B;RXFP1;ADRA1A;CXCL2;EDNRB;NPW;TBXA2R;ADORA3;CCL5;CCL4;CCL3;PROK2;CCL2;CCL19;CCR1;P2RY12;P2RY13;CCL23;PTGIR;CCL21;NPY5R;NPY1R;PPBP;SSTR1;ADRA2B;CXCL12;AGTR1;SAA1;GPR18;F2RL2
Regulation of Complement Cascade	21/128	3.91672965287549e-06	0.000164097466491163	21	0.1640625	C1QB;C1QA;CR1;IGKV1-5;CFP;C8A;CPN1;IGHG3;IGHG4;IGLV3-25;IGHG1;IGHG2;C6;C7;IGLV6-57;IGKC;C9;CFHR4;IGKV3-20;IGLV3-19;C1QC
GPCR Ligand Binding	49/467	4.73630626519975e-06	0.00019182040374059	49	0.104925053533191	CXCL6;VIPR1;GPR65;CXCL1;OXT;ADRA1B;RXFP1;ADRA1A;CXCL2;CRHBP;EDNRB;ADORA3;GRM8;PROK2;PTGIR;NPY5R;GLP2R;NPY1R;SSTR1;ADRA2B;AGTR1;RAMP3;SUCNR1;PTGER2;FPR1;ADRB1;CXCR6;WNT11;NPW;TBXA2R;CCL5;CCL4;CCL3;CCL2;CCL19;WNT2;FZD1;P2RY12;CCR1;P2RY13;CCL23;CCL21;GCGR;SCTR;PPBP;CXCL12;SAA1;GPR18;F2RL2
Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	7/15	5.25226324827749e-06	0.000205854833763134	7	0.466666666666667	PTGIS;HPGD;TBXAS1;PTGS2;PTGDS;CYP8B1;PTGS1
Innate Immune System	96/1149	6.9031814975065e-06	0.000259640569401879	96	0.0835509138381201	ARHGAP9;CYFIP2;CDA;ITK;FCN2;FCN3;SIGLEC9;CLEC10A;HBB;DEFB1;SLC2A3;CXCL1;C8A;IGHG3;IGHG4;HK3;FCGR3A;IGHG1;FCGR3B;IGHG2;COTL1;FCER1A;ACAA1;CD33;MBL2;CR1;MME;CD300A;NFAM1;SFTPD;CYBB;IRAK3;FOS;SIGIRR;HCK;RNF125;AIM2;CRISPLD2;CEACAM6;IL1B;DSG1;LCP2;MASP2;MASP1;SLC27A2;TLR4;S100A8;IGLV3-19;CRP;C1QB;C1QA;COLEC11;COLEC10;CLEC12A;GSTP1;PELI2;FGL2;FPR1;ITLN1;A1BG;NLRC4;CFP;LILRA3;CPN1;PLAC8;IGLV3-25;KLRK1;C6;C7;IGKC;IGLV6-57;C9;S100A12;HMOX1;FYN;CD14;WASF3;IGKV1-5;PLA2G2A;LY86;DEFA3;PPBP;LILRB2;PTPRB;CD4;PTPRC;VNN1;SELL;TCN1;CFHR4;SLCO4C1;SAA1;KLRD1;IGKV3-20;SIGLEC5;C1QC
Chemokine Receptors Bind Chemokines	13/57	7.05196608252017e-06	0.000259640569401879	13	0.228070175438596	CCR1;CXCL6;CCL21;CXCL1;CXCR6;PPBP;CXCL2;CXCL12;CCL5;CCL4;CCL3;CCL2;CCL19
Metabolism of Lipids	69/758	9.42838955507178e-06	0.000336926273806241	69	0.0910290237467019	ACSM3;MOGAT2;CYP4A22;FHL2;PIK3C2G;GBA3;ACADL;CPT2;MLYCD;PTGDS;ACAA1;ACADS;STARD5;PTGIS;CYP4A11;FAAH2;ACOT12;PLA2G4A;CYP7B1;APOA5;CYP39A1;CH25H;BDH2;NCOR1;GPD1;DPEP2;CYP2E1;ANGPTL4;SLC27A2;SLC27A5;PLA1A;ABCG2;HPGD;ABCB4;AKR1D1;HSD17B13;PLA2G5;SGMS2;PTGS2;CYP2C19;CYP3A4;PTGS1;HSD11B1;SLCO1B3;HSD17B2;ARSF;HAO2;HMGCLL1;CBR4;CYP2J2;BCHE;GK;SRD5A2;MMAA;SLC10A1;CYP4F2;EPHX2;SCD5;PLA2G2A;MBOAT2;PTPN13;CYP8B1;CYP2C9;CYP2C8;CYP1A2;TBXAS1;CYP1A1;PEMT;THRSP
Signaling by GPCR	65/706	1.19520208294937e-05	0.000414905865938139	65	0.0920679886685552	CXCL6;VIPR1;GPR65;CXCL1;OXT;ADRA1B;RXFP1;ADRA1A;CXCL2;CRHBP;RGS2;EDNRB;RGS1;ADORA3;GRM8;PDE4B;PROK2;PTGIR;NPY5R;GLP2R;NPY1R;PLA2G4A;SSTR1;ADRA2B;TIAM1;AGTR1;CAMK2B;RGS18;RAMP3;SUCNR1;PDE1A;PTGER2;FPR1;GPR83;ADRB1;CXCR6;GNA14;PDE11A;WNT11;NPW;PRKAR2B;TBXA2R;CCL5;CCL4;CCL3;CCL2;CCL19;WNT2;FZD1;P2RY12;CCR1;P2RY13;CCL23;CCL21;GCGR;PDE2A;SCTR;PPBP;CXCL12;NBEA;CAMK4;SAA1;PDE7B;GPR18;F2RL2
Eicosanoids	6/12	1.57394389389688e-05	0.000531206064190197	6	0.5	PTGIS;CYP4F2;CYP4A11;CYP4A22;TBXAS1;CYP8B1
Peptide Ligand-Binding Receptors	26/198	1.97606394592185e-05	0.000648896674133795	26	0.131313131313131	CXCL6;FPR1;CXCL1;OXT;CXCR6;RXFP1;CXCL2;EDNRB;NPW;CCL5;CCL4;CCL3;PROK2;CCL2;CCL19;CCR1;CCL23;CCL21;NPY5R;NPY1R;PPBP;SSTR1;CXCL12;AGTR1;SAA1;F2RL2
GPCR Downstream Signalling	59/633	2.10419561797605e-05	0.000672788862063395	59	0.0932069510268562	CXCL6;VIPR1;GPR65;CXCL1;OXT;ADRA1B;RXFP1;ADRA1A;CXCL2;RGS2;EDNRB;RGS1;ADORA3;GRM8;PDE4B;PROK2;PTGIR;NPY5R;GLP2R;NPY1R;PLA2G4A;SSTR1;ADRA2B;TIAM1;AGTR1;CAMK2B;RGS18;RAMP3;SUCNR1;PDE1A;PTGER2;FPR1;GPR83;ADRB1;CXCR6;GNA14;PDE11A;NPW;PRKAR2B;TBXA2R;CCL5;CCL4;CCL19;P2RY12;CCR1;P2RY13;CCL23;CCL21;GCGR;PDE2A;SCTR;PPBP;CXCL12;NBEA;CAMK4;SAA1;PDE7B;GPR18;F2RL2
PI5P, PP2A and IER3 Regulate PI3K AKT Signaling	18/111	2.22086219708323e-05	0.000691883992168236	18	0.162162162162162	PDGFRA;IL33;NTRK2;TRAT1;CD80;HGF;TGFA;NRG1;IL1RAP;ESR1;AREG;EREG;IL1RL1;NRG4;NTF3;FYN;FGF23;FGFR2
Interleukin-4 and Interleukin-13 Signaling	18/112	2.51647358941695e-05	0.000764378852785398	18	0.160714285714286	HGF;MMP2;IL18;GATA3;FOS;PTGS2;IGHG4;SOCS3;IGHG1;IL6;IL8;IRF4;MYC;IL1B;SAA1;HMOX1;CCL2;IL13RA2
Constitutive Signaling by Aberrant PI3K in Cancer	15/83	2.86399094265925e-05	0.0008487192671539	15	0.180722891566265	PDGFRA;NTRK2;TRAT1;CD80;HGF;TGFA;NRG1;AREG;ESR1;EREG;NRG4;NTF3;FYN;FGF23;FGFR2
Signal Transduction	184/2613	3.1737550488254e-05	0.000918121996267348	184	0.0704171450440107	CYFIP2;VIPR1;STEAP3;EPO;GPR65;HHIP;CD80;SERPINE1;SPINT2;IL1RAP;IKZF1;RXFP1;CRHBP;RGS2;EDNRB;RGS1;BASP1;ADORA3;MYC;LEPR;PROK2;SH3GL2;RAG1;PDGFRA;HGF;NPY1R;CYBB;EREG;AR;TIAM1;SFRP1;COL4A4;AGTR1;S100A8;CFTR;EPHA2;CD274;CETP;SUCNR1;PDE1A;FPR1;TGFA;DTX1;GPR83;ADRB1;GATA3;ARHGAP15;SOCS3;ADH4;ARHGAP20;FLRT2;PRKAR2B;TBXA2R;RDH16;PCK1;FGF23;WNT2;PLTP;CCR1;FZD1;NGFR;EGR1;EGR2;EGR3;TGFB3;PDE2A;IGF2;GDF2;SMAD9;IGF1;PPBP;ESR1;PBX1;TNFRSF10D;FOSL1;CYP26A1;NR4A1;IL6;CXCL12;NBEA;CILP;ID1;ID4;SNAI1;ID3;GPR18;FGFR2;ARHGAP9;GABRB3;CXCL6;LAMC3;LRRK2;OXT;CXCL1;ADRA1B;AREG;RND3;ADRA1A;CXCL2;RND1;AKAP12;TAGAP;GRM8;PDE4B;ITGB8;RSPO3;HGFAC;PRKG1;DACT1;DUSP5;DUSP2;PTGIR;MMP7;NPY5R;MMP2;GLP2R;PLA2G4A;NRG1;GFRA1;FOS;SSTR1;ADRA2B;TGFBR3;GREM2;ARHGAP10;ALDH1A3;NCOR1;NRG4;ANGPTL3;DSG1;GAS1;RARB;TFF1;RGS18;CAMK2B;RAMP3;LAMA2;ADH1C;PTGER2;ADH1A;PRICKLE1;PTN;CXCR6;THBS1;IL1RL1;GNA14;PDE11A;WNT11;NPW;CCL5;NTF3;SLITRK3;CCL4;CCL3;CCL2;FYN;NCAM1;CCL19;WASF3;P2RY12;P2RY13;NTRK2;IL33;CCL23;GALNT3;CCL21;TRAT1;GCGR;SCTR;APOC4;GZMB;PTPN13;AXL;CAMK4;IL2RB;SAA1;FOSB;FAS;SPRY2;TEK;PDE7B;LGR6;ALDH8A1;F2RL2
G Alpha (I) Signalling Events	35/316	3.47620239885829e-05	0.0009822292824681	35	0.110759493670886	CAMK2B;RGS18;CXCL6;SUCNR1;PDE1A;FPR1;CXCL1;CXCR6;CXCL2;GNA14;NPW;PRKAR2B;RGS1;ADORA3;CCL5;GRM8;CCL4;PDE4B;CCL19;CCR1;P2RY12;P2RY13;CCL23;CCL21;NPY5R;NPY1R;PLA2G4A;PPBP;SSTR1;ADRA2B;CXCL12;NBEA;CAMK4;SAA1;GPR18
Ficolins Bind to Repetitive Carbohydrate Structures on the Target Cell Surface	4/5	3.8288623789978e-05	0.00103379284232941	4	0.8	FCN2;FCN3;MASP2;MASP1
Tyrosine Catabolism	4/5	3.8288623789978e-05	0.00103379284232941	4	0.8	GSTZ1;HGD;TAT;HPD
