Term	Overlap	P.value	Adjusted.P.value	Gene_count	Gene_ratio	Genes
Homologous DNA Pairing and Strand Exchange	9/43	4.31560662031102e-06	9.35749825721097e-05	9	0.209302325581395	RAD51AP1;BLM;BRIP1;RFC3;RFC4;RAD51;EXO1;CHEK1;BRCA1
Transcriptional Regulation by E2F6	8/34	5.84515760110957e-06	0.000123722502556819	8	0.235294117647059	RRM2;RAD51;EHMT2;CHEK1;E2F1;CDC7;BRCA1;EZH2
Cyclin A B1 B2 Associated Events During G2 M Transition	7/25	6.47876392731446e-06	0.000133944677474013	7	0.28	CCNA2;CCNB2;CCNB1;PLK1;FOXM1;CDC25C;CDC25A
Resolution of D-loop Structures Through Holliday Junction Intermediates	8/35	7.37859598489982e-06	0.000149081177967635	8	0.228571428571429	RAD51AP1;BLM;BRIP1;RAD51;EME1;EXO1;FIGNL1;BRCA1
Resolution of D-Loop Structures	8/36	9.23836958125373e-06	0.000182509123505213	8	0.222222222222222	RAD51AP1;BLM;BRIP1;RAD51;EME1;EXO1;FIGNL1;BRCA1
DNA Replication Pre-Initiation	14/118	1.2643004327108e-05	0.00024433980101737	14	0.11864406779661	PRIM2;UBE2C;MCM8;PRIM1;GMNN;CDC7;MCM10;CDC6;DBF4;POLE2;MCM3;MCM4;MCM6;MCM2
APC C-mediated Degradation of Cell Cycle Proteins	11/75	1.43171174494223e-05	0.000262597109006605	11	0.146666666666667	CDC20;CCNA2;CCNB1;PTTG1;UBE2C;PLK1;BUB1B;NEK2;AURKB;AURKA;MAD2L1
Regulation of Mitotic Cell Cycle	11/75	1.43171174494223e-05	0.000262597109006605	11	0.146666666666667	CDC20;CCNA2;CCNB1;PTTG1;UBE2C;PLK1;BUB1B;NEK2;AURKB;AURKA;MAD2L1
DNA Double-Strand Break Repair	16/152	1.44738564019389e-05	0.000262597109006605	16	0.105263157894737	POLQ;BLM;FEN1;RFC3;RFC4;BRCA1;RAD51AP1;CCNA2;BRIP1;RAD51;EME1;EXO1;FIGNL1;POLE2;CHEK1;KPNA2
Regulation of TP53 Activity Through Phosphorylation	12/92	2.0020680525435e-05	0.000355967699742235	12	0.130434782608696	CCNA2;TPX2;RFC3;BLM;BRIP1;RFC4;EXO1;CHEK1;BRCA1;AURKB;AURKA;CDK5R1
Presynaptic Phase of Homologous DNA Pairing and Strand Exchange	8/40	2.11165230568693e-05	0.000368089980344251	8	0.2	BLM;BRIP1;RFC3;RFC4;RAD51;EXO1;CHEK1;BRCA1
Switching of Origins to a Post-Replicative State	11/79	2.36955867230071e-05	0.000405103396091409	11	0.139240506329114	CCNA2;CCNE2;MCM8;CCNE1;UBE2C;GMNN;MCM3;MCM4;MCM6;CDC6;MCM2
Defective Homologous Recombination Repair (HRR) Due to BRCA2 Loss of Function	8/41	2.55499091485183e-05	0.000411869071523115	8	0.195121951219512	RAD51AP1;BLM;BRIP1;RFC3;RFC4;RAD51;EXO1;BRCA1
Diseases of DNA Double-Strand Break Repair	8/41	2.55499091485183e-05	0.000411869071523115	8	0.195121951219512	RAD51AP1;BLM;BRIP1;RFC3;RFC4;RAD51;EXO1;BRCA1
Deposition of New CENPA-containing Nucleosomes at the Centromere	9/53	2.59445084424009e-05	0.000411869071523115	9	0.169811320754717	CENPH;CENPI;CENPK;CENPM;OIP5;CENPN;CENPA;CENPQ;ITGB3BP
Nucleosome Assembly	9/53	2.59445084424009e-05	0.000411869071523115	9	0.169811320754717	CENPH;CENPI;CENPK;CENPM;OIP5;CENPN;CENPA;CENPQ;ITGB3BP
DNA Repair	24/312	2.78140215729026e-05	0.000433801143479131	24	0.0769230769230769	FANCI;POLQ;FEN1;BLM;RFC3;RFC4;BRCA1;FANCE;FANCG;RAD51AP1;CCNA2;NEIL3;BRIP1;RAD51;EME1;MSH2;FANCD2;EXO1;FIGNL1;UBE2T;POLE2;CHEK1;KPNA2;DTL
HDR Through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	13/116	4.71282510927167e-05	0.000722362331403882	13	0.112068965517241	BLM;RFC3;RFC4;BRCA1;RAD51AP1;CCNA2;BRIP1;RAD51;EME1;EXO1;FIGNL1;POLE2;CHEK1
Impaired BRCA2 Binding to PALB2	6/24	6.14400362504931e-05	0.000925765969943871	6	0.25	RAD51AP1;BLM;BRIP1;RAD51;EXO1;BRCA1
Impaired BRCA2 Binding to RAD51	7/35	6.97834505580557e-05	0.00103395812576853	7	0.2	BLM;BRIP1;RFC3;RFC4;RAD51;EXO1;BRCA1
