Term	Overlap	P.value	Adjusted.P.value	Gene_count	Gene_ratio	Genes
Positive Regulation of MAPK Cascade (GO:0043410)	45/362	1.0972099619775e-07	2.86414165888724e-05	45	0.124309392265193	CSF1R;RAMP3;LRRK2;PELI2;TGFA;ADRB1;PTPN22;PLA2G5;ADRA1B;ADRA1A;THBS1;LILRA5;GHR;BMPER;NTF3;CCL3;S100A12;CCL19;IGFBP6;FGF23;CCR1;PDGFRA;NTRK2;GADD45B;CCL21;FCRL3;PLA2G2A;IGF2;NRG1;IGF1;GDF6;TPD52L1;ADRA2B;GADD45G;MARCO;IL6;CD4;PTPRC;IL1B;HAND2;SPRY2;TEK;FCGR2B;TLR4;FGFR2
Icosanoid Metabolic Process (GO:0006690)	15/55	1.13527992357112e-07	2.86414165888724e-05	15	0.272727272727273	CYP2J2;PTGIS;HPGD;CYP4F2;CYP4A22;CYP4A11;FAAH2;PLA2G4A;NLRC4;PTGS2;CYP2C9;CYP2C8;CYP2S1;TBXAS1;DPEP2
+ Reg of Phosphatidylinositol 3-Kinase/Prot Kinase B Signal Transduction (GO:0051897)	27/162	1.2277679154619e-07	2.86414165888724e-05	27	0.166666666666667	CSF1R;RAMP3;SEMA3E;GATA3;THBS1;RELN;FAM110C;CCL5;NTF3;CCL3;CCL19;NKX3-1;P2RY12;PDGFRA;NTRK2;CCL21;IGF2;IL18;IGF1;DCN;AXL;IL1B;HCLS1;SPRY2;TEK;TSPYL5;ENG
Regulation of Opsonization (GO:1903027)	7/10	1.24027167412377e-07	2.86414165888724e-05	7	0.7	COLEC11;FCN2;COLEC10;FCN3;PLA2G5;CFP;MBL2
Negative Regulation of Lymphocyte Proliferation (GO:0050672)	13/43	2.11088863366114e-07	4.5496686350843e-05	13	0.302325581395349	CD274;CR1;CD300A;CD80;PLA2G2A;SFTPD;LILRB1;PLA2G5;VTCN1;LILRB2;PDCD1LG2;VSIG4;FCGR2B
Icosanoid Biosynthetic Process (GO:0046456)	10/25	2.75863461422584e-07	5.1309546011309e-05	10	0.4	CYP2C9;CYP2C8;PTGIS;CYP4A22;CYP4A11;TBXAS1;PLA2G4A;NLRC4;PLA2G5;PTGDS
Retinoic Acid Metabolic Process (GO:0042573)	10/25	2.75863461422584e-07	5.1309546011309e-05	10	0.4	ALDH1A3;CYP26A1;CYP2C8;ADH1C;ADH1B;CYP2S1;CYP3A4;ALDH8A1;CYP2C18;ADH6
Regulation of T Cell Proliferation (GO:0042129)	18/83	2.85670222147715e-07	5.1309546011309e-05	18	0.216867469879518	CD274;CR1;CD80;SFTPD;PLA2G2A;LILRB1;PDCD1LG2;CD1D;PLA2G5;VTCN1;LILRB2;CD3E;IL6;PTPRC;IL1B;CCL5;VSIG4;CCL19
Omega-Hydroxylase P450 Pathway (GO:0097267)	7/11	3.25320931040305e-07	5.53559247396477e-05	7	0.636363636363636	CYP2C9;CYP2C8;CYP4F2;CYP1A2;CYP4A11;CYP4A22;CYP2C19
Response to Lipopolysaccharide (GO:0032496)	26/161	3.95918779337534e-07	6.40002706799123e-05	26	0.161490683229814	CD274;CXCL6;CD80;GSTP1;SERPINE1;PTPN22;ZFP36;PDE4B;CCL2;SNCA;GCH1;IL18;DEFA3;LDOC1;IRAK3;LILRB1;PPBP;PDCD1LG2;LILRB2;SELE;NR4A1;IL6;AXL;IL1B;TLR4;S100A8
Negative Regulation of T Cell Proliferation (GO:0042130)	12/39	5.01263454679119e-07	7.71707023322663e-05	12	0.307692307692308	CD274;CR1;CD80;CRTAM;PLA2G2A;SFTPD;LILRB1;PLA2G5;VTCN1;VSIG4;LILRB2;PDCD1LG2
Response to Cadmium Ion (GO:0046686)	8/16	5.52533649217271e-07	7.73193611836542e-05	8	0.5	MT1A;HAAO;MT1M;MT1F;MT1G;MT1X;MT1H;MT1B
Complement Activation, Lectin Pathway (GO:0001867)	6/8	5.73976080546768e-07	7.73193611836542e-05	6	0.75	COLEC11;FCN2;FCN3;MASP2;MASP1;MBL2
Positive Regulation of Opsonization (GO:1903028)	6/8	5.73976080546768e-07	7.73193611836542e-05	6	0.75	COLEC11;FCN2;COLEC10;FCN3;PLA2G5;MBL2
Regulation of Phosphatidylinositol 3-Kinase/Protein Kinase B Signal Transduction (GO:0051896)	31/219	6.45103058414688e-07	8.34247275141875e-05	31	0.141552511415525	CSF1R;RAMP3;SEMA3E;GATA3;THBS1;PKHD1;RELN;FAM110C;CCL5;NTF3;CCL3;CCL19;NKX3-1;P2RY12;PDGFRA;NTRK2;CCL21;IGF2;IL18;IGF1;PTPN13;DCN;AIM2;AXL;SFRP5;IL1B;HCLS1;SPRY2;TEK;TSPYL5;ENG
Cellular Response to Lipopolysaccharide (GO:0071222)	22/125	6.82440001997745e-07	8.48587894791812e-05	22	0.176	CD274;CXCL6;CD80;GSTP1;SERPINE1;IL18;DEFA3;LDOC1;PTPN22;IRAK3;LILRB1;PPBP;PDCD1LG2;LILRB2;HCK;ZFP36;IL6;AXL;IL1B;PDE4B;CCL2;TLR4
Cellular Response to Copper Ion (GO:0071280)	8/17	9.94864493764836e-07	0.000119125811420064	8	0.470588235294118	MT1A;MT1M;MT1F;MT1G;MT1X;MT1H;MT1B;SNCA
Cellular Response to Oxygen-Containing Compound (GO:1901701)	44/384	1.462344603359e-06	0.000168848575094987	44	0.114583333333333	CD274;CXCL6;RAMP3;ABCB4;SHMT1;GSTP1;CD80;LRRK2;AQP9;SERPINE1;PTPN22;SLC8A1;CRHBP;ZFP36;WNT11;PDE4B;CCL2;FYN;WNT2;P2RY12;EGR1;NGFR;PDGFRA;PDE2A;IL18;DEFA3;LDOC1;LILRB1;IGF1;PPBP;FOS;PDCD1LG2;LILRB2;SSTR1;ESR1;SFRP1;IL6;NR4A3;AXL;IL1B;FCGR2B;TLR4;CFTR;EPHA3
Carboxylic Acid Metabolic Process (GO:0019752)	11/36	1.6262230507372e-06	0.000181295831828737	11	0.305555555555556	CYP2J2;CYP2C9;PTGIS;CYP4F2;CYP2S1;CYP1A2;TBXAS1;PLA2G4A;SLC2A3;GLYAT;PCK1
Cellular Response to Molecule of Bacterial Origin (GO:0071219)	21/123	2.02757287534881e-06	0.00021850477020009	21	0.170731707317073	CD274;CXCL6;CD80;GSTP1;SERPINE1;NR1I2;IL18;DEFA3;LDOC1;LILRB1;PPBP;PDCD1LG2;LILRB2;ZFP36;IL6;AXL;IL1B;PDE4B;CCL2;FCGR2B;TLR4
Estrogen Metabolic Process (GO:0008210)	10/31	2.79280218070675e-06	0.000291262240329837	10	0.32258064516129	UGT2B10;CYP2C9;CYP2C8;SULT1E1;HSD17B2;UGT2B15;CYP1A2;CYP1A1;CYP3A4;UGT2B7
Positive Regulation of Intracellular Signal Transduction (GO:1902533)	63/652	3.51419776636706e-06	0.000355043793083272	63	0.0966257668711656	ECM1;PTPN22;ADRA1B;ADRA1A;NR3C2;BMPER;FAM110C;TRIM22;NKX3-1;PDGFRA;PTGIS;FCRL3;IL18;IRAK3;F3;ADRA2B;DCN;TGFBR3;IL1B;HCLS1;TLR4;S100A8;TSPYL5;ENG;CSF1R;RAMP3;LRRC19;PELI2;TGFA;SEMA3E;ADRB1;GATA3;THBS1;LILRA5;RELN;CCL5;NTF3;CCL4;ATOH8;CCL3;HMOX1;S100A12;CCL19;IGFBP6;FGF23;P2RY12;NTRK2;CCL21;TGFB3;TRAT1;GDF2;IGF2;IGF1;GDF6;BMP6;BMP5;IL6;CD4;PTPRC;AXL;SPRY2;TEK;FGFR2
Positive Regulation of Cytokine Production (GO:0001819)	38/325	4.66117534135765e-06	0.000456653935715433	38	0.116923076923077	ITK;CD274;CSF1R;CLEC12A;CD80;SERPINE1;PTPN22;GATA3;CLEC9A;LILRA2;PTGS2;LILRA5;PDE4B;HMOX1;SLAMF6;CCL19;CCBE1;EGR1;IL33;TSLP;NFAM1;CRTAM;GDF2;IL18;LILRB1;LILRB2;F3;EREG;SULF2;IL6;CD4;PTPRC;IRF4;IL1B;POU2AF1;TLR4;IL18R1;CD244
Positive Regulation of T Cell Proliferation (GO:0042102)	14/65	6.45191155135127e-06	0.000613500883691725	14	0.215384615384615	CD274;CD80;IL18;IGF2;PDCD1LG2;CD1D;IGF1;LILRB2;CD3E;IL6;PTPRC;IL1B;CCL5;CCL19
Response to Copper Ion (GO:0046688)	8/21	6.87774542881067e-06	0.000635307170609854	8	0.380952380952381	MT1A;MT1M;MT1F;MT1G;MT1X;MT1H;MT1B;SNCA
Regulation of Epithelial Cell Proliferation (GO:0050678)	17/93	7.30300003044834e-06	0.000655849974956653	17	0.182795698924731	TGFA;IGF1;MCC;BMP6;EREG;BMP5;TGFBR3;PKHD1;EPB41L4B;NR4A1;RCAN1;ZFP36;SFRP1;NR4A3;MYC;FGFR2;NKX3-1
Cellular Response to Lipid (GO:0071396)	30/234	7.60145765898528e-06	0.000664203043554038	30	0.128205128205128	CD274;CXCL6;RAMP3;GSTP1;CD80;SERPINE1;AREG;CRHBP;ZFP36;WNT11;PDE4B;CCL2;WNT2;NKX3-1;IL18;DEFA3;LDOC1;LILRB1;PPBP;PDCD1LG2;LILRB2;SSTR1;ESR1;SFRP1;IL6;AXL;IL1B;TLR4;CFTR;EPHA3
Regulation of ERK1 and ERK2 Cascade (GO:0070372)	29/223	8.11889742956598e-06	0.000674476767696382	29	0.130044843049327	CSF1R;RAMP3;GSTP1;PTPN22;PLA2G5;ADRA1A;PKHD1;BMPER;CCL3;CCL19;EPHB1;CCR1;PDGFRA;SEMA6A;CCL21;PLA2G2A;NRG1;IGF1;TGFBR3;MARCO;CD4;PTPRC;IL1B;HAND2;SPRY2;TEK;TLR4;FGFR2;EPHA2
Negative Regulation of T Cell Mediated Cytotoxicity (GO:0001915)	5/7	8.14145244564267e-06	0.000674476767696382	5	0.714285714285714	PTPRC;KLRD1;LILRB1;KLRC1;FCGR2B
Lipid Metabolic Process (GO:0006629)	32/259	8.34490278622186e-06	0.000674476767696382	32	0.123552123552124	ABCB4;NR1I2;LCAT;PLA2G5;CYP2C19;CYP3A4;CYP2B6;ACADL;SULT1E1;HSD17B2;APOF;RDH16;PLTP;UGT2B10;CYP2J2;UGT2B15;CYP3A43;CYP4A11;PLA2G2A;APOC4;MBOAT2;APOA4;CH25H;CYP2C9;CYP2C8;CYP2A6;CYP1A1;ANGPTL3;CYP2E1;LPA;UGT2B7;PLA1A
Positive Regulation of Lymphocyte Proliferation (GO:0050671)	15/77	1.12003017322205e-05	0.000859924901221995	15	0.194805194805195	CD274;CD80;FCRL3;IL18;PDCD1LG2;CD1D;LILRB2;CD3E;IL6;FCGR3B;PTPRC;IL1B;CCL5;CD38;CCL19
Negative Regulation of T Cell Activation (GO:0050868)	12/51	1.12529572320007e-05	0.000859924901221995	12	0.235294117647059	CD274;CR1;CD80;SFTPD;PLA2G2A;PTPN22;LILRB1;VSIG4;PDCD1LG2;PLA2G5;VTCN1;LILRB2
Antimicrobial Humoral Immune Response Mediated by Antimicrobial Peptide (GO:0061844)	19/116	1.14372937681861e-05	0.000859924901221995	19	0.163793103448276	CCL14;CXCL6;CCL23;TSLP;CCL21;DEFA3;DEFB1;CXCL1;PPBP;CXCL14;CXCL2;CXCL12;CCL5;CCL4;CCL3;S100A12;CCL2;CCL19;HAMP
Positive Regulation of Cell Population Proliferation (GO:0008284)	49/484	1.25217816678356e-05	0.000901454519996706	49	0.101239669421488	CNTFR;VIPR1;AREG;GHR;MYC;IL13RA2;NKX3-1;PDGFRA;CR1;GLP2R;IL18;NRG1;LIFR;EREG;TGFBR3;TIAM1;HCK;SFRP1;CEACAM6;IL1B;HCLS1;ZFPM2;TSPYL5;CCL14;CSF1R;TGFA;PTN;THBS1;PKHD1;RAB25;SERTAD1;CCL5;NTF3;HMOX1;FGF23;WNT2;NTRK2;TSLP;TGFB3;IGF2;IGF1;BMP6;BMP5;FOSL1;IL6;PTPRC;NR4A3;IL7R;FGFR2
Positive Regulation of Immune Effector Process (GO:0002699)	10/36	1.25473100525369e-05	0.000901454519996706	10	0.277777777777778	COLEC11;FCN2;COLEC10;FCN3;IL1B;LILRB1;PLA2G5;CFP;PCK1;MBL2
Aromatic Amino Acid Family Catabolic Process (GO:0009074)	7/17	1.44466522503435e-05	0.00097304222344501	7	0.411764705882353	GSTZ1;HAL;HGD;UROC1;KYNU;KMO;HPD
Cellular Response to Cadmium Ion (GO:0071276)	7/17	1.44466522503435e-05	0.00097304222344501	7	0.411764705882353	MT1A;MT1M;MT1F;MT1G;MT1X;MT1H;MT1B
Cellular Response to Zinc Ion (GO:0071294)	7/17	1.44466522503435e-05	0.00097304222344501	7	0.411764705882353	MT1A;MT1M;MT1F;MT1G;MT1X;MT1H;MT1B
Retinol Metabolic Process (GO:0042572)	8/23	1.50632590551631e-05	0.000973990330506843	8	0.347826086956522	ADH1C;ADH1B;CYP1A2;CYP1A1;RDH16;LRAT;CYP3A4;ADH6
Xenobiotic Catabolic Process (GO:0042178)	8/23	1.50632590551631e-05	0.000973990330506843	8	0.347826086956522	CYP2C9;CYP2A6;CYP2C8;CYP2B6;NR1I2;CYP1A2;CYP2C19;CYP3A4
Prostaglandin Metabolic Process (GO:0006693)	9/30	1.72360234544642e-05	0.00109262870251535	9	0.3	PTGIS;HPGD;GSTP1;CYP2S1;TBXAS1;PLA2G4A;PTGS2;PTGDS;PTGS1
Positive Regulation of Defense Response (GO:0031349)	20/130	1.77084691766524e-05	0.00110099001630995	20	0.153846153846154	IL33;TSLP;SERPINE1;PDE2A;PLA2G2A;IL18;CD1D;NLRC4;EREG;LILRA5;PLSCR1;AIM2;IL1B;CCL5;AGTR1;CCL3;S100A12;TLR4;S100A8;SNCA
Intracellular Monoatomic Cation Homeostasis (GO:0030003)	27/210	2.02604472957451e-05	0.0012199627390745	27	0.128571428571429	CCL14;SLC24A3;MT1M;MT1X;SLC8A1;PKHD1;MYC;CCL5;CCL3;HMOX1;SLC39A5;CCL19;CCR1;CCL23;SCARA5;GDF2;CYBRD1;SMAD9;ANK2;BMP6;MT1A;CXCL12;MT1F;MT1G;MT1H;MT1B;HAMP
Positive Regulation of ERK1 and ERK2 Cascade (GO:0070374)	22/153	2.05463879201642e-05	0.0012199627390745	22	0.143790849673203	CCR1;PDGFRA;CSF1R;RAMP3;CCL21;PLA2G2A;PTPN22;NRG1;PLA2G5;IGF1;ADRA1A;MARCO;CD4;PTPRC;BMPER;HAND2;IL1B;CCL3;SPRY2;CCL19;TEK;FGFR2
Terpenoid Metabolic Process (GO:0006721)	5/8	2.07540830959164e-05	0.0012199627390745	5	0.625	CYP2C9;CYP1A2;CYP2E1;CYP2C19;CYP3A4
Mononuclear Cell Differentiation (GO:1903131)	11/46	2.21176156969108e-05	0.00127689734907344	11	0.239130434782609	CSF1R;IL1RL1;IL33;CD4;AXL;PDE2A;IRF8;MT1G;LILRB1;GATA3;IKZF1
Innate Immune Response Activating Cell Surface Receptor Signaling Pathway (GO:0002220)	9/31	2.31446593885526e-05	0.00131274883865247	9	0.290322580645161	COLEC11;FCN2;COLEC10;FCN3;FYN;KLRD1;KLRC1;LILRA2;MBL2
Positive Regulation of Cellular Process (GO:0048522)	58/622	2.4374149510419e-05	0.00135864871322732	58	0.0932475884244373	CNTFR;VIPR1;LRRK2;AREG;GHR;EPB41L4B;ZFP36;MYC;DPF3;IL13RA2;NKX3-1;PDGFRA;CR1;GLP2R;NRG1;LIFR;EREG;TIAM1;HCK;SFRP1;CEACAM6;IL1B;HCLS1;S100A8;TSPYL5;CCL14;CSF1R;LAMA2;TGFA;PTN;CST7;LILRA2;THBS1;LILRA5;PKHD1;RAB25;SERTAD1;CCL5;NTF3;CCL19;FGF23;WNT2;LGI1;NTRK2;EGR2;TSLP;CCL21;TGFB3;IGF2;IGF1;BMP6;BMP5;FOSL1;IL6;CXCL12;FCGR2B;IL7R;FGFR2
Regulation of Inflammatory Response (GO:0050727)	30/249	2.57435965317403e-05	0.00141066182351045	30	0.120481927710843	CLEC12A;LRRC19;SERPINE1;GATA3;NLRC4;PTGS2;LILRA5;CCL5;CCL3;S100A12;SNCA;IL33;PTGIS;TSLP;PDE2A;PLA2G2A;IL18;KLF4;SELE;ACE2;HCK;IL6;FNDC4;AIM2;IL1B;AGTR1;TEK;DNASE1L3;TLR4;S100A8
Chemokine-Mediated Signaling Pathway (GO:0070098)	11/47	2.74974358457386e-05	0.00148165350148788	11	0.234042553191489	CCL14;CCR1;CCL23;CXCL12;CCL21;CCL5;CCL4;CCL3;CCL2;TFF2;CCL19
Long-Chain Fatty Acid Biosynthetic Process (GO:0042759)	8/25	3.02063004521609e-05	0.00160093392396453	8	0.32	CYP2C9;CYP2C8;GSTP1;CYP1A2;CYP1A1;CYP2E1;CYP3A4;PTGS2
Antigen Receptor-Mediated Signaling Pathway (GO:0050851)	18/114	3.21480686544948e-05	0.00167636622516099	18	0.157894736842105	ITK;NFAM1;PTPN22;GATA3;VTCN1;SLA2;CD3E;CD79A;PTPRC;CD8B;SLC7A8;CD8A;PDE4B;CD38;LCP2;FYN;MS4A1;SKAP1
Cellular Response to Chemokine (GO:1990869)	11/48	3.39702830472552e-05	0.001716030079559	11	0.229166666666667	CCL14;CCR1;CCL23;CXCL12;CCL21;CCL5;CCL4;CCL3;CCL2;TFF2;CCL19
Primary Alcohol Metabolic Process (GO:0034308)	11/48	3.39702830472552e-05	0.001716030079559	11	0.229166666666667	ADH1C;ADH1B;ADH1A;CYP1A2;RDH16;CYP1A1;LRAT;IGF1;CYP3A4;CBR4;ADH6
Positive Regulation of Macromolecule Biosynthetic Process (GO:0010557)	38/355	3.49140630954863e-05	0.00173657178442626	38	0.107042253521127	RAMP3;SLC24A3;PTPN22;LDB2;CD3E;AREG;EPB41L4B;C1QTNF1;MYC;CCL3;ITGB8;CCL2;CCL19;NKX3-1;EGR1;IL33;NTRK2;CCL21;GCGR;EPHX2;PDE2A;IGF2;ANK2;LILRB1;ANK3;IGF1;KLF4;F3;BMP6;TGFBR3;OLFM1;PLSCR1;IL6;IL1B;HAND2;SPRY2;TLR4;RBMS3
Monoterpenoid Metabolic Process (GO:0016098)	4/5	3.8288623789978e-05	0.00187556243504544	4	0.8	CYP2C9;CYP2E1;CYP2C19;CYP3A4
Cellular Response to Xenobiotic Stimulus (GO:0071466)	8/26	4.16022989475189e-05	0.00200746615667655	8	0.307692307692308	CRHBP;AIM2;MYC;IL1B;PDE2A;PDE4B;FBP1;NKX3-1
Oxidative Demethylation (GO:0070989)	5/9	4.46420485748293e-05	0.00209892880961151	5	0.555555555555556	CYP2C9;CYP2C8;CYP1A2;CYP3A43;CYP3A4
Regulation of Calcium Ion Transport (GO:0051924)	12/58	4.47961917300323e-05	0.00209892880961151	12	0.206896551724138	CAMK2B;CCR1;CD4;FCRL3;CCL5;CCL4;CCL3;ANK2;LILRB1;LILRB2;LILRA2;LILRA5
Regulation of Angiogenesis (GO:0045765)	26/211	5.95291571050494e-05	0.00274939664172321	26	0.123222748815166	ECM1;HSPB6;SERPINE1;SEMA3E;THBS1;BMPER;ADAMTS1;STAB1;HMOX1;ITGB8;SEMA6A;PTGIS;ANXA3;GDF2;KLF4;F3;DCN;SFRP1;IL6;IL1B;ANGPTL3;SPRY2;ANGPTL4;TEK;KLKB1;EPHA2
Positive Regulation of Cell Motility (GO:2000147)	29/249	6.49156341845591e-05	0.0029559471171645	29	0.116465863453815	CCL14;CSF1R;SYNPO2;SEMA3E;THBS1;FAM110C;CCL5;NTF3;CCL4;CCL3;CCL2;CCL19;CCR1;PDGFRA;CCL23;MMP7;CCL21;SEMA6D;IGF1;F3;TIAM1;CXCL12;CEACAM6;IL1B;SNAI1;ANGPTL3;SPRY2;LGR6;EPHA2
Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167)	18/121	7.21020926694676e-05	0.00323758424444984	18	0.148760330578512	PDGFRA;CSF1R;NTRK2;LIFR;NRG1;PTN;CD3E;HCK;CD4;CD8B;CD8A;AXL;NTF3;LCP2;FYN;TEK;ANGPTL1;EPHA2
Prostaglandin Biosynthetic Process (GO:0001516)	6/15	7.42361977990633e-05	0.00328774832170372	6	0.4	PTGIS;TBXAS1;PLA2G4A;PTGS2;PTGDS;PTGS1
Response to Zinc Ion (GO:0010043)	8/28	7.52550684523852e-05	0.00328783292306164	8	0.285714285714286	MT1A;HAAO;MT1M;MT1F;MT1G;MT1X;MT1H;MT1B
Cell Surface Pattern Recognition Receptor Signaling Pathway (GO:0002752)	5/10	8.53606827851911e-05	0.00363119851900688	5	0.5	COLEC11;FCN2;COLEC10;FCN3;MBL2
Erythrose 4-Phosphate/Phosphoenolpyruvate Family Amino Acid Catabolic Process (GO:1902222)	5/10	8.53606827851911e-05	0.00363119851900688	5	0.5	GSTZ1;HGD;KYNU;KMO;HPD
Calcium-Mediated Signaling (GO:0019722)	15/91	8.66995390436623e-05	0.00364025467179429	15	0.164835164835165	CCR1;P2RY12;LRRK2;DEFB1;ANK2;CXCR6;SELE;SLC8A1;NCALD;RCAN1;EDNRB;FCGR3B;SLC7A8;AGTR1;CCL3
Positive Regulation of Cell Migration (GO:0030335)	36/344	8.84513682020429e-05	0.00365341403310203	36	0.104651162790698	CCL14;CSF1R;SYNPO2;SEMA3E;GATA3;THBS1;RAB25;FAM110C;CCL5;NTF3;ATOH8;CCL4;CCL3;CCL2;CCL19;CCR1;PDGFRA;CCL23;SEMA6A;MMP7;CCL21;ANXA3;SEMA6D;IGF1;F3;TIAM1;CXCL12;PTPRC;CEACAM6;IL1B;SNAI1;ANGPTL3;SPRY2;TEK;LGR6;EPHA2
Metal Ion Transport (GO:0030001)	23/180	8.9273030811958e-05	0.00365341403310203	23	0.127777777777778	CCR1;KCNK5;RAMP3;KCNJ10;KCNH7;CHRNA4;KCND3;SLC41A2;KCNA3;KCNJ16;KCNK17;SLC5A1;SLC4A4;TRPV6;CCL5;CDH23;CNGA1;CCL3;KCNN2;FYN;SCN3A;SLC17A2;SLC17A3
Antimicrobial Humoral Response (GO:0019730)	20/147	0.000105858246723633	0.00423368346906265	20	0.136054421768707	CCL14;CXCL6;COLEC11;CCL23;TSLP;CCL21;DEFA3;DEFB1;CXCL1;PPBP;CXCL14;CXCL2;CXCL12;CCL5;CCL4;CCL3;S100A12;CCL2;CCL19;HAMP
T Cell Activation (GO:0042110)	17/114	0.000109930434269639	0.00423368346906265	17	0.149122807017544	ITK;CCL21;CD80;CRTAM;PTPN22;GATA3;SLA2;CD1C;CD3E;CD4;PTPRC;CD8B;CD8A;IRF4;SLAMF7;SLAMF6;CCL19
Lipid Hydroxylation (GO:0002933)	4/6	0.000109999817940384	0.00423368346906265	4	0.666666666666667	CYP2C8;CYP4A22;CYP2E1;CYP3A4
Negative Regulation of Dendritic Cell Apoptotic Process (GO:2000669)	4/6	0.000109999817940384	0.00423368346906265	4	0.666666666666667	CXCL12;CCL21;LILRB1;CCL19
Regulation of Natural Killer Cell Chemotaxis (GO:2000501)	4/6	0.000109999817940384	0.00423368346906265	4	0.666666666666667	KLRK1;CCL5;CCL4;CCL3
Cell Surface Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169)	32/296	0.000117113845355708	0.004454459553353	32	0.108108108108108	CSF1R;CD3E;SOCS2;GHR;EFNB3;FLRT2;NTF3;FYN;EPHB1;FGF23;PDGFRA;NTRK2;GALNT3;MMP2;IGF2;GFRA1;NRG1;IGF1;SULF2;TIAM1;HCK;CD4;NR4A3;CD8B;AXL;CD8A;LCP2;TEK;EPHA3;ANGPTL1;FGFR2;EPHA2
Positive Regulation of Inflammatory Response (GO:0050729)	17/115	0.000122712270918073	0.00455085442956153	17	0.147826086956522	IL33;TSLP;SERPINE1;PDE2A;PLA2G2A;IL18;NLRC4;LILRA5;IL6;AIM2;IL1B;AGTR1;CCL3;S100A12;TLR4;S100A8;SNCA
Positive Regulation of Phagocytosis (GO:0050766)	12/64	0.000122890950006409	0.00455085442956153	12	0.1875	FCN2;COLEC11;FCN3;COLEC10;PTPRC;SFTPD;IL2RB;CCL2;PLA2G5;CFP;FCGR2B;MBL2
Regulation of Interleukin-10 Production (GO:0032653)	10/46	0.000123871076338204	0.00455085442956153	10	0.217391304347826	CD274;IL6;TSLP;IRF4;LILRB1;PDCD1LG2;FCGR2B;THBS1;TLR4;LILRA5
Positive Regulation of Calcium Ion Transport (GO:0051928)	8/30	0.000128869629872375	0.00468129790311673	8	0.266666666666667	CCR1;CXCL12;CCL5;CCL4;CCL3;CCL2;LILRA2;LILRA5
Monocyte Chemotaxis (GO:0002548)	7/23	0.000137409766426386	0.00493606416507231	7	0.304347826086957	CCR1;CCL23;IL6;CCL5;CCL3;CCL2;S100A12
Regulation of MAPK Cascade (GO:0043408)	29/260	0.000139931849171006	0.00497142492714136	29	0.111538461538462	CSF1R;GSTP1;PELI2;TGFA;ADRB1;ADRA1B;ADRA1A;LILRA5;PKHD1;NTF3;IGFBP6;EPHB1;FGF23;SH3GL2;DUSP5;NTRK2;DUSP2;FCRL3;IGF2;IGF1;ADRA2B;TGFBR3;IL6;CD4;PTPRC;IL1B;TEK;FGFR2;EPHA2
Catecholamine Biosynthetic Process (GO:0042423)	5/11	0.000149626756009177	0.00510195104885701	5	0.454545454545455	GCH1;PEMT;DBH;GATA3;SNCA
Macrophage Chemotaxis (GO:0048246)	5/11	0.000149626756009177	0.00510195104885701	5	0.454545454545455	EDNRB;CCL5;SFTPD;CCL3;CCL2
Negative Regulation of Leukocyte Apoptotic Process (GO:2000107)	5/11	0.000149626756009177	0.00510195104885701	5	0.454545454545455	CXCL12;CCL21;HCLS1;LILRB1;CCL19
Positive Regulation of miRNA Transcription (GO:1902895)	10/47	0.000149918140934555	0.00510195104885701	10	0.212765957446809	FOSL1;EGR1;NGFR;IL6;MYC;ATOH8;GATA3;FOS;KLF4;AREG
Regulation of Cell Migration (GO:0030334)	45/479	0.000163613385535077	0.00541291167169959	45	0.0939457202505219	CCL14;CAMK2B;CSF1R;SYNPO2;SERPINE1;SEMA3E;PTN;LDB2;THBS1;DACH1;RELN;BMPER;TNN;FAM110C;ADORA3;CCL5;NTF3;CCL4;CCL3;CCL2;CCL19;FGF23;CCR1;NGFR;PDGFRA;CCL23;MMP7;CCL21;SEMA6D;IGF1;PODN;F3;TGFBR3;IGSF10;TIAM1;SFRP1;CXCL12;CEACAM6;IL1B;SNAI1;ANGPTL3;SPRY2;LGR6;ENG;EPHA2
Positive Regulation of SMAD Protein Signal Transduction (GO:0060391)	9/39	0.000165634365133925	0.00541291167169959	9	0.230769230769231	TGFBR3;BMPER;TGFB3;ATOH8;GDF2;GDF6;BMP6;BMP5;ENG
Regulation of miRNA Transcription (GO:1902893)	12/66	0.000167010991203026	0.00541291167169959	12	0.181818181818182	FOSL1;EGR1;NGFR;IL6;NCOR1;MYC;ATOH8;FOS;GATA3;KLF4;AREG;ESR1
Negative Regulation of T Cell Mediated Immunity (GO:0002710)	6/17	0.000167426899836053	0.00541291167169959	6	0.352941176470588	CD274;PTPRC;CD80;LILRB1;KLRD1;KLRC1
Prostanoid Biosynthetic Process (GO:0046457)	6/17	0.000167426899836053	0.00541291167169959	6	0.352941176470588	PTGIS;TBXAS1;PLA2G4A;PTGS2;PTGDS;PTGS1
Positive Regulation of Epithelial Cell Proliferation (GO:0050679)	17/118	0.000169193280872376	0.00541586016891477	17	0.144067796610169	ECM1;EGR3;GDF2;TGFA;IGF1;PTN;AREG;F3;BMP6;BMP5;PKHD1;NR4A1;SFRP1;NR4A3;MYC;TEK;FGFR2
Acute Inflammatory Response (GO:0002526)	7/24	0.000185120002052616	0.00581061132656416	7	0.291666666666667	SIGIRR;ITIH4;IL6;PLSCR1;VNN1;F3;MBL2
