Term	Overlap	P.value	Adjusted.P.value	Gene_count	Gene_ratio	Genes
Stomach Carcinoma	113/2378	4.57979769717208e-07	0.000105064722625579	113	0.0475189234650967	CHRM3;REG1A;BUB1B;MSI1;HOXA13;CDC20;HOXA10;PTTG1;CHEK1;MAGEA1;PLCE1;OIP5;KPNA2;GTSE1;MAGEA3;WDHD1;RNF43;ACSL4;ESCO2;CDC25C;MAPK8IP2;PGC;CDC25A;MELK;MYCN;MSH2;SMO;CCNE1;KIF20A;PRR11;CDCA5;CDCA8;THY1;HMMR;FUT2;SEZ6L2;ACACA;CCNB1;RACGAP1;PODXL;UBD;NEU1;SFN;SMYD3;PLK1;AKR1B10;UBE2T;REN;SERPINI1;EZH2;APOBEC3B;TOP2A;BRCA1;FOXM1;KRT20;ROBO1;ESM1;CHAF1A;MDK;NUF2;DNMT3B;MUC13;CD34;CEP55;MSMB;HELLS;GPR39;ABCC4;RFC3;VWF;CKAP2;MMP9;ETV4;MMP12;CCNA2;MMP11;BIRC5;CDH13;TRIM59;MAPT;DTL;LAMA3;TTK;CAPG;AFP;TYMS;HOXD10;AURKB;CYP17A1;AURKA;HIST2H4A;CST1;E2F1;GPC3;SPOCK1;IGF2BP3;BUB1;CTHRC1;NQO1;CDKN2B;RRM2;CDKN2A;CCL20;ODAM;RAD51;CENPH;FAP;PRC1;MYO1A;SCD;TRIM31;CDKN3;MAD2L1
Carcinoma, Transitional Cell	32/399	5.37019888205792e-07	0.000117840842424984	32	0.0802005012531328	MSI1;BRCA1;FOXM1;MKI67;KRT20;AURKA;CDC20;NEU1;DNMT3B;E2F1;MAGEA1;KISS1R;PRAME;KCNN3;KPNA2;CD34;CEP55;MAGEA3;MSMB;CDKN2B;RRM2;CDKN2A;CCL20;MMP9;UPK3A;CCNA2;MSH2;CCNE1;TACC3;EZH2;MCM2;MAD2L1
Stomach Neoplasms	52/835	6.13929409596864e-07	0.000129104238759807	52	0.0622754491017964	TOP2A;PAGE4;REG1A;BUB1B;BRCA1;FOXM1;MKI67;KRT20;CDC20;MDK;CHEK1;DNMT3B;MAGEA1;PLCE1;CD34;FADS1;MAGEA3;RNF43;SPINK1;CDC25C;PGC;MMP9;SREBF2;MMP12;CCNA2;MMP11;MSH2;SMO;BIRC5;TRIM59;KIF20A;ATP6V0D2;CDCA8;THY1;AFP;TYMS;HOXD10;AURKB;AURKA;CLN3;CST1;E2F1;KISS1R;IGF2BP3;CTNNA2;CDKN2B;CDKN2A;PLK1;FAP;MYO1A;EZH2;MAD2L1
Fanconi Anemia	26/290	7.90590292266456e-07	0.000159604368202752	26	0.0896551724137931	BLM;REG1A;TTK;BRCA1;AFP;BRIP1;CCNB1;EXO1;CHEK1;E2F1;CD34;EDIL3;FANCI;GINS2;ABCC4;ATAD5;FANCE;DKK1;MMP9;FANCG;RAD51;MSH2;CCNE1;FANCD2;UBE2T;MCM4
Pancreatic Neoplasm	44/665	9.51497015265776e-07	0.000182167989142142	44	0.0661654135338346	NOTCH3;GMNN;KIF14;TTK;SLC7A11;BRCA1;FOXM1;KRT20;TYMS;FUT2;AURKA;CST1;PTTG1;SPOCK1;SFN;ECT2;CD34;BUB1;MAGEA3;RNF43;NQO1;CDKN2B;SPINK1;CHKA;CDKN2A;PLK1;MMP9;ETV4;FANCG;ASPM;SFRP4;TPX2;RAD51;MSH2;SMO;CCNE1;DLG5;LCN2;BIRC5;CSPG4;ITGA6;S100P;KIF20A;EZH2
Mammary Neoplasms	112/2387	9.74546405159071e-07	0.000182167989142142	112	0.0469208211143695	REG1A;GMNN;MSI1;MKI67;FADS2;PTTG1;CHEK1;KPNA2;TGM3;HES6;DKK1;PGC;CDC25A;SFRP4;MELK;MSH2;CCNE2;CCNE1;FANCD2;CD109;NOTCH3;BLM;LPL;HMMR;ACACA;CYP27B1;BRIP1;CCNB1;RACGAP1;SCGB1D2;PODXL;NEU1;SFN;SMYD3;CHKA;UBE2C;PLK1;HMGA1;CDC6;ALOX15B;NDC80;SQLE;LIN28B;AKR1B10;P4HA2;FASN;LCN2;EZH2;APOBEC3B;TOP2A;FEN1;KCNK9;NCAPG2;KIF14;BRCA1;FOXM1;KRT20;ROBO1;CHAF1B;CHAF1A;EXO1;MDK;PEA15;DNMT3B;MYBL2;RFC4;VWF;MMP9;ETV4;ENAH;CCNA2;MMP11;B3GNT5;BIRC5;CDH13;ITGA6;MAPT;DTL;ITGB3BP;LAMA3;CAPG;AFP;TYMS;HOXD10;AURKB;CYP17A1;AURKA;HIST2H4A;IGF2BP1;E2F1;GPC3;KISS1R;E2F2;RAD54L;PRAME;IGF2BP3;CCL25;CA12;NQO1;GINS2;POLQ;CDKN2B;CDKN2A;CCL20;ATAD2;CENPF;RAD51;FAP;PRC1;SCD;MAD2L1;CDK5R1
Malignant neoplasm of prostate	142/3239	1.22673831992054e-06	0.000221119582165678	142	0.0438406915714727	RAB3B;PAGE4;CHRM3;REG1A;LDLRAD1;MKI67;SMC4;HOXA13;PTTG1;PEG10;CHEK1;NUSAP1;KPNA2;MAGEA3;HES6;RNF43;SPINK1;PAQR4;SPINK5;ACSL4;CDC25C;MAPK8IP2;DKK1;PGC;CDC25A;SFRP4;ALDH3A1;MELK;MYCN;MSH2;SMO;CCNE2;NOTCH3;BLM;SHOX2;LPL;THY1;HMMR;ACACA;CYP27B1;BRIP1;CCNB1;PODXL;NEU1;ZKSCAN3;SFN;SMYD3;MAGEC2;PLK4;FDPS;CHKA;UBE2C;PLK1;HMGA1;PYCR1;CDC6;ALOX15B;ZWINT;SQLE;TPX2;LIN28B;DIAPH3;FASN;UBE2T;DLG5;COL5A3;LCN2;SP5;PXMP4;REN;SERPINI1;EZH2;TOP2A;FEN1;ONECUT2;KIF14;BRCA1;LAMC1;FOXM1;ROBO1;ZIC2;EXO1;MDK;NUF2;PBK;FLVCR1;DNMT3B;CEP55;MSMB;GPR39;ABCC4;FOXD2;MMP9;ETV4;SREBF2;TSPY1;CCNA2;MMP11;ASPM;BIRC5;CDH13;TRIM59;ITGA6;BCAT1;ITGB3BP;MCM2;COL15A1;PLA2G1B;LAMA3;TYMS;AURKB;CYP17A1;AURKA;DUOX1;CST1;E2F1;E2F2;PAK6;SPOCK1;EPS8L3;GABRE;BUB1;GPR158;CCL25;NQO1;CDKN2B;RRM2;SPAG5;CDKN2A;CCL20;SORT1;ATAD2;CENPE;CENPF;RAD51;NR6A1;FAP;PPP2R2C;SCD;GAGE7;CDKN3;CDK5R1
Medulloblastoma	40/590	1.64887240488721e-06	0.000286960656119508	40	0.0677966101694915	CDCA7;WNK4;KIF14;MSI1;FOXM1;AURKB;ROBO1;AURKA;CCNB1;PTTG1;ZIC2;MDK;E2F1;GPC3;PRAME;OTX1;CDKN2B;CDKN2C;CDKN2A;PLK1;HMGA1;DKK1;MMP9;CDC25A;ASPM;LIN28B;MELK;RAD51;MYCN;MSH2;SMO;FAP;CCNE1;MCM3;BIRC5;MCM4;REN;BCAT1;EZH2;MCM2
Epithelial ovarian cancer	71/1329	1.72011422623769e-06	0.000289380549994054	71	0.0534236267870579	TOP2A;FEN1;EHMT2;GMNN;BUB1B;MSI1;BRCA1;FOXM1;MKI67;HOXA10;CHAF1A;ZIC2;PEA15;CHEK1;MAGEA1;MUC13;KPNA2;CD34;CEP55;SPINK1;VASH2;MMP9;ETV4;CDC25A;ASPM;SFRP4;MSH2;CCNE2;KIFC1;CCNE1;BIRC5;MAPT;BCAT1;MCM2;NOTCH3;COL15A1;PLA2G1B;LAMA3;TYMS;FUT2;CENPA;HOXD10;AURKB;CYP17A1;AURKA;BRIP1;CCNB1;NEU1;IGF2BP1;E2F1;GPC3;CTHRC1;NQO1;CDKN2B;STIL;RRM2;CHKA;ATAD5;CDKN2A;UBE2C;HMGA1;CDC7;NDC80;LIN28B;DIAPH3;FAP;FASN;EZH2;CDKN3;APOBEC3B;MAD2L1
Ovarian Carcinoma	104/2203	1.97295937759142e-06	0.000321210515442061	104	0.047208352246936	CHRM3;REG1A;HDAC11;BUB1B;MSI1;MKI67;HOXA10;PTTG1;CHEK1;MAEL;MAGEA1;NEK2;MAGEA3;HES6;RNF43;SPINK1;VASH2;MAPK8IP2;DKK1;CDC25A;SFRP4;MYCN;MSH2;CCNE2;CCNE1;FANCD2;NOTCH3;BLM;FUT2;ACACA;CYP27B1;BRIP1;CCNB1;NEU1;RPL39L;STIL;CHKA;UBE2C;PLK1;HMGA1;CDC7;FBXO32;NDC80;BCL9;LIN28B;DIAPH3;FASN;LCN2;EZH2;APOBEC3B;TOP2A;FEN1;KIF14;BRCA1;FOXM1;CHAF1A;MDK;PEA15;DNMT3B;MUC13;CD34;CEP55;MSMB;EGFL6;MMP9;ETV4;SREBF2;CCNA2;ASPM;COL2A1;KIFC1;BIRC5;CDH13;MAPT;BCAT1;DTL;PLA2G1B;COL11A1;LAMA3;TYMS;HOXD10;AURKB;CYP17A1;AURKA;HIST2H4A;IGF2BP1;E2F1;GPC3;E2F2;RAD54L;IGF2BP3;E2F8;CCL25;NQO1;POLQ;CDKN2B;RRM2;ATAD5;CDKN2A;RAD51;FAP;SCD;CDKN3;MAD2L1
Recurrent tumor	28/347	2.44262924860286e-06	0.000385248431803082	28	0.0806916426512968	GUCY2C;REG3A;SHOX2;REG1A;BRCA1;AFP;MKI67;KRT20;TYMS;FOXM1;PEG10;E2F1;IGF2BP3;MAGEA3;CEP55;CDKN2A;MMP9;CENPE;AKR1B10;COL2A1;MSH2;FANCD2;SCD;LCN2;CDH13;EZH2;CDKN3;MCM2
Prostate carcinoma	137/3145	2.8667328844907e-06	0.000438436389940139	137	0.0435612082670906	RAB3B;PAGE4;CHRM3;REG1A;LDLRAD1;MKI67;SMC4;HOXA13;CELSR3;PTTG1;PEG10;CHEK1;NUSAP1;KPNA2;MAGEA3;HES6;SPINK1;ACSL4;CDC25C;MAPK8IP2;DKK1;PGC;CDC25A;SFRP4;ALDH3A1;MELK;MYCN;MSH2;SMO;CCNE2;NOTCH3;BLM;SHOX2;LPL;THY1;HMMR;ACACA;CYP27B1;BRIP1;CCNB1;PODXL;NEU1;ZKSCAN3;SFN;SMYD3;MAGEC2;KCNN3;PLK4;FDPS;CHKA;UBE2C;PLK1;HMGA1;PYCR1;CDC6;ALOX15B;ZWINT;SQLE;TPX2;LIN28B;DIAPH3;FASN;UBE2T;DLG5;LCN2;PXMP4;REN;SERPINI1;EZH2;TOP2A;FEN1;ONECUT2;KIF14;BRCA1;LAMC1;FOXM1;ROBO1;CHAF1A;EXO1;MDK;NUF2;PBK;FLVCR1;DNMT3B;CEP55;MSMB;GPR39;ABCC4;FOXD2;MMP9;ETV4;SREBF2;TSPY1;CCNA2;MMP11;ASPM;BIRC5;TRIM59;ITGA6;BCAT1;ITGB3BP;MCM2;PLA2G1B;TYMS;AURKB;CYP17A1;AURKA;DUOX1;E2F1;E2F2;PAK6;SPOCK1;EPS8L3;GABRE;CSMD1;BUB1;GPR158;CCL25;NQO1;CDKN2B;RRM2;SPAG5;CDKN2A;CCL20;SORT1;ATAD2;CENPE;CENPF;RAD51;NR6A1;FAP;PPP2R2C;SCD;GAGE7;TRIM31;CDKN3;CDK5R1
Pyridoxine-responsive sideroblastic anemia	7/23	3.48197373879427e-06	0.000505300089998732	7	0.304347826086957	FANCI;BRIP1;RAD51;FANCD2;UBE2T;FANCE;FANCG
Urothelial Carcinoma	23/257	3.50416151178039e-06	0.000505300089998732	23	0.0894941634241245	RRM2;CDKN2A;CCL20;MSI1;MKI67;KRT20;FOXM1;MMP9;UPK3A;AURKA;CDC20;MSH2;CCNE1;KISS1R;DNMT3B;PRAME;KCNN3;KPNA2;CD34;EZH2;CDKN3;MAD2L1;MSMB
Solid Neoplasm	50/840	3.6827961371877e-06	0.000507611246517776	50	0.0595238095238095	CHRM3;KCNK9;KIF14;MSI1;BRCA1;FOXM1;KRT20;ROBO1;MDK;CHEK1;ABCC4;SPINK1;VWF;VASH2;CDC25C;MMP9;ETV4;MYCN;MSH2;CCNE2;FANCD2;NOTCH3;DLX2;LPL;TTK;AFP;HMMR;TYMS;AURKB;AURKA;CYP27B1;UBD;PRAME;BUB1;CTHRC1;NQO1;CDKN2B;CDKN2A;UBE2C;PLK1;PLXDC1;LIN28B;FAP;SCD;FASN;TLX1;LCN2;EZH2;CDKN3;APOBEC3B
Pancreatic Ductal Adenocarcinoma	44/701	3.78647059006335e-06	0.000507611246517776	44	0.0627674750356633	CHRM3;REG1A;TTK;BRCA1;FOXM1;ROBO1;AURKA;CDC20;PTTG1;ZIC2;MDK;PODXL;UBD;DNMT3B;E2F1;MUC13;SPOCK1;IGF2BP3;ECT2;EDIL3;MAGEA3;MSMB;RNF43;STIL;SPINK1;RRM2;CHKA;CDKN2A;UBE2C;CDC25C;DKK1;MMP9;CDC25A;SQLE;MMP11;ASPM;TPX2;LIN28B;AKR1B10;FASN;DLG5;LCN2;KIF20A;EZH2
Glioblastoma	93/1937	3.82191943088478e-06	0.000507611246517776	93	0.0480123902942695	TOP2A;KCNK9;KIF14;BUB1B;MSI1;TREM2;KIF11;SLC7A11;BRCA1;LAMC1;FOXM1;MKI67;HOXA13;ROBO1;CDC20;HOXA10;CHAF1A;MDK;PEA15;PBK;MAGEA1;OIP5;TK1;KPNA2;CD34;MSMB;ABCC4;RFC4;DKK1;MMP9;ETV4;MMP12;CCNA2;PYGO2;ASPM;SFRP4;ALDH3A1;MELK;MYCN;MSH2;CCNE1;CD109;B3GNT5;BIRC5;CDH13;ITGA6;BCAT1;REG3A;NOTCH3;DLX2;COL11A1;LAMA3;TTK;CAPG;HMMR;TYMS;AURKB;AURKA;HIST2H4A;CYP27B1;DUOX1;CLN3;CCNB1;PODXL;NEU1;E2F1;SPOCK1;PI3;ECT2;BUB1;NQO1;CDKN2B;CDKN2C;CDKN2A;UBE2C;PLK1;HMGA1;PLXDC1;TPX2;RAD51;AKR1B10;FAP;TNFSF4;LCN2;PI15;TACC3;REN;CSPG4;SERPINI1;HOXD9;SLC26A3;EZH2;CDKN3
Breast Cancer, Familial	17/154	4.13310215604124e-06	0.00051289118246692	17	0.11038961038961	POLQ;BLM;HMGA1;BUB1B;TTK;BRCA1;LSS;CYP17A1;CENPE;BRIP1;RAD51;MSH2;FANCD2;CHEK1;BIRC5;RAD54L;SFN
Invasive Carcinoma	17/154	4.13310215604124e-06	0.00051289118246692	17	0.11038961038961	TOP2A;CDKN2A;COL11A1;LPL;BRCA1;MKI67;MMP9;AURKA;MMP11;CHEK1;NEU1;CDH13;REN;CD34;EZH2;MAD2L1;CDK5R1
Sarcoma	42/658	4.17435052964005e-06	0.00051289118246692	42	0.0638297872340425	TDRKH;TOP2A;REG1A;BRCA1;FOXM1;MKI67;TYMS;AURKB;AURKA;MDK;IGF2BP1;E2F1;GPC3;PRAME;MAGEC2;CD34;BUB1;NQO1;CDKN2B;CDKN2A;PLK1;MAPK8IP2;MMP9;ETV4;CDC25A;ZWINT;MMP11;SFRP4;LIN28B;MELK;RAD51;MYCN;MSH2;FAP;CCNE1;CD109;BIRC5;CSPG4;MAPT;EZH2;CDKN3;MAD2L1
Malignant Peripheral Nerve Sheath Tumor	19/188	4.26816518002985e-06	0.00051289118246692	19	0.101063829787234	TOP2A;G6PD;CDKN2B;ATAD5;CDKN2A;PLK1;HMGA1;BUB1B;HMMR;BRCA1;FOXM1;AURKA;MMP12;MYCN;MDK;MAGEB2;BIRC5;EZH2;MSMB
melanoma	111/2454	6.1743462939804e-06	0.000724695947574862	111	0.0452322738386308	PAGE4;CHRM3;REG1A;HDAC11;BUB1B;MKI67;PTTG1;PEG10;CHEK1;MAGEA1;PLXNC1;MAP3K9;GTSE1;MAGEA3;G6PD;EBF1;CDC25C;DKK1;PGC;MYCN;MSH2;MAGEB2;KIF20A;SSX4B;REG3A;NOTCH3;GNAZ;BLM;CDCA2;MAGEA12;CDCA4;CDCA5;NCAPG;LPL;THY1;CYP27B1;BRIP1;CCNB1;UBD;NEU1;MAGEC2;KCNN3;DSCR8;TBC1D16;PLK1;CDC7;LIN28B;AKR1B10;TNFSF4;FASN;CSPG4;HOXD9;EZH2;APOBEC3B;DOCK3;KCNK9;MCM8;PCSK9;BRCA1;FOXM1;KRT20;ROBO1;EXO1;PBK;DNMT3B;EDIL3;CD34;MSMB;VWF;KIF23;MMP9;ETV4;TSPY1;MMP12;COL2A1;DBF4;MCM3;BIRC5;CDH13;MCM2;TTK;TYMS;AURKB;AURKA;HIST2H4A;CLN3;IGF2BP1;E2F1;GPC3;KISS1R;PRAME;IGF2BP3;GABRE;CSMD1;CTHRC1;CCL25;NQO1;CDKN2B;CDKN2C;RRM2;CDKN2A;ODAM;SHCBP1;CENPE;DBNDD1;FAP;GAGE7;GAGE5;GAGE4;CDKN3;CDK5R1
Hematologic Neoplasms	37/557	6.45975105418675e-06	0.000740962808420012	37	0.066427289048474	TOP2A;BLM;DLX2;GBA;BUB1B;BRCA1;KIF11;KRT20;TYMS;CDC20;BRIP1;PBK;MAGEA1;PRAME;CD34;PLK4;FANCI;NQO1;CDKN2B;G6PD;CHKA;CDKN2A;UBE2C;PLK1;FANCE;MAPK8IP2;FANCG;LIN28B;MSH2;FANCD2;TLX1;UBE2T;REN;TRIP13;EZH2;CDKN3;MAD2L1
FANCONI ANEMIA, COMPLEMENTATION GROUP A (disorder)	22/249	6.99321507133533e-06	0.000784327921445098	22	0.0883534136546185	FANCI;GINS2;BLM;ATAD5;REG1A;TTK;BRCA1;AFP;FANCE;DKK1;MMP9;FANCG;BRIP1;CCNB1;RAD51;MSH2;EXO1;UBE2T;CHEK1;E2F1;CD34;EDIL3
Malignant Neoplasms	73/1438	7.47369480780986e-06	0.000819994297717747	73	0.0507649513212796	TOP2A;SEMA5B;FEN1;ERCC6L;REG1A;MSI1;KIF11;SLC7A11;BRCA1;LAMC1;FOXM1;KRT20;CHAF1A;PTTG1;CHEK1;PBK;PLCE1;OIP5;MYBL2;GTSE1;FADS1;WDHD1;G6PD;VASH2;ACSL4;DKK1;MMP9;CDC25A;MSH2;CCNE1;FANCD2;TRIM59;BCAT1;BLM;CDCA3;PLA2G1B;CDCA5;LYPD1;TTK;AFP;TYMS;IQGAP3;AURKA;BRIP1;E2F1;GPC3;PRAME;MAGEC2;CSMD1;ZNF300;PLK4;CA12;NQO1;CDKN2B;CDKN2C;CDKN2A;CCL20;UBE2C;PLK1;ATAD2;HMGA1;LIN28B;RAD51;AKR1B10;FAP;PRC1;SCD;FASN;LCN2;TACC3;EZH2;CDKN3;APOBEC3B
Malignant tumor of colon	94/2001	8.24038180796916e-06	0.000884876744357879	94	0.0469765117441279	ARHGAP11A;TOP2A;CHRM3;GMNN;MSI1;BRCA1;FOXM1;MKI67;KRT20;LMNB1;CHAF1A;PTTG1;EME1;MDK;CHEK1;SH3PXD2B;PBK;DNMT3B;MUC13;KPNA2;EDIL3;TCF19;RNF43;SPINK1;ACSL4;CDC25C;DKK1;MMP9;ETV4;CDC25A;MMP12;CCNA2;COL2A1;MYCN;MSH2;CCNE2;MEP1A;BIRC5;CDH13;PLCB1;DTL;MCM2;GUCY2C;REG3A;PLA2G1B;LPL;THY1;AFP;HMMR;TYMS;CYP7A1;ACACA;AURKB;AURKA;CYP27B1;CLN3;BRIP1;CST1;CCNB1;PODXL;UBD;ZKSCAN3;IGF2BP1;E2F1;KISS1R;GCNT3;BUB1;CTHRC1;PLK4;NQO1;CDKN2B;CHKA;CDKN2A;CCL20;PLK1;HMGA1;ARID3A;PLXDC1;BCL9;TPX2;LIN28B;RAD51;AKR1B10;FAP;PRC1;MYO1A;SCD;FASN;LCN2;REN;S100P;SLC26A3;EZH2;CDKN3
Cholangiocarcinoma	32/455	8.70675375454284e-06	0.000915478879149536	32	0.0703296703296703	AFP;FOXM1;KRT20;FUT2;RAD51AP1;CYP27B1;CCNB1;PODXL;NEU1;PBK;DNMT3B;MAGEA1;GPC3;SFN;NEK2;IGF2BP3;KPNA2;CD34;MAGEA3;RNF43;NQO1;CDKN2B;CDKN2A;MMP9;SFRP4;AKR1B10;MSH2;LCN2;BIRC5;HOXD9;EZH2;CDKN3
Esophageal Neoplasms	40/637	1.04070113204043e-05	0.00107192216600164	40	0.0627943485086342	FEN1;REG1A;TTK;THY1;BRCA1;MKI67;TYMS;HOXA13;AURKB;AURKA;CDC20;CCNB1;MDK;PEG10;DNMT3B;E2F1;PLCE1;SFN;OIP5;CD34;MAGEA3;TGM3;GPR39;NQO1;CDKN2B;G6PD;CDKN2A;PLK1;FBXO32;DKK1;ALOX15B;MMP9;CCNA2;TPX2;RAD51;MSH2;FAP;BIRC5;CDH13;CDKN3
Aplasia/Hypoplasia of the radius	8/37	1.14783673903832e-05	0.00114964468601089	8	0.216216216216216	FANCI;BRIP1;RAD51;FANCD2;UBE2T;FANCE;MMP9;FANCG
Aneuploidy	4/6	1.16171743583427e-05	0.00114964468601089	4	0.666666666666667	TLX1;KIF11;TRIP13;AURKA
Nervous System Neoplasms	9/49	1.33867820348711e-05	0.00129929017173066	9	0.183673469387755	TOP2A;CDKN2B;LIN28B;MYCN;MDK;CDKN2A;NEU1;BIRC5;MSI1
Brain Neoplasms	40/646	1.44058606517676e-05	0.00137181846621643	40	0.0619195046439628	PLVAP;ONECUT2;BUB1B;MSI1;KIF11;BRCA1;LAMC1;FOXM1;MKI67;KRT20;TYMS;AURKA;CDC20;CCNB1;MSTO1;MDK;PEA15;DNMT3B;IGF2BP1;E2F1;SPOCK1;TK1;NQO1;CDKN2B;CDKN2A;DIO2;DKK1;MMP9;MELK;RAD51;CABYR;MYCN;MSH2;SMO;FASN;MCM3;SERPINI1;MAPT;HOXD9;EZH2
Precancerous Conditions	31/446	1.51329191176151e-05	0.00141436745901117	31	0.0695067264573991	NOTCH3;SUV39H1;BRCA1;FOXM1;MKI67;KRT20;ROBO1;CHEK1;NEU1;DNMT3B;E2F1;MYBL2;MSMB;SPINK1;CDKN2A;PGC;ALOX15B;MMP9;MMP12;MMP11;COL2A1;AKR1B10;MYCN;MSH2;GSTA4;FASN;TLX1;LCN2;BIRC5;EZH2;BCAT2
Cutaneous Melanoma	24/301	1.54616351881098e-05	0.00141881586898891	24	0.079734219269103	TOP2A;CCL25;CDKN2B;CDKN2C;CDKN2A;REG1A;BRCA1;MKI67;AURKB;MMP12;CYP27B1;CHAF1B;CHAF1A;DBF4;MSH2;FASN;MAGEA1;MCM3;E2F1;MCM4;PRAME;CSPG4;MCM6;EZH2
Malignant neoplasm of esophagus	41/673	1.64751490762113e-05	0.00148482281049355	41	0.0609212481426449	FEN1;REG1A;BUB1B;TTK;THY1;BRCA1;TYMS;HOXA13;AURKA;CDC20;CCNB1;PEG10;DNMT3B;E2F1;PLCE1;SFN;OIP5;CD34;MAGEA3;TGM3;GPR39;NQO1;CDKN2B;G6PD;CDKN2A;PLK1;FBXO32;DKK1;ALOX15B;MMP9;CCNA2;TPX2;LIN28B;RAD51;MSH2;LCN2;BIRC5;CDH13;EZH2;CDKN3;MAD2L1
Liver and Intrahepatic Biliary Tract Carcinoma	38/607	1.85305730022242e-05	0.00164076845512676	38	0.0626029654036244	TRIM71;REG3A;MSI1;THY1;AFP;FOXM1;ROBO1;CYP17A1;LMNB1;AURKA;CCNB1;PTTG1;EXO1;IGF2BP1;E2F1;GPC3;TK1;KPNA2;CSMD1;CD34;G6PD;CHKA;CDKN2A;PLK1;ATAD2;VASH2;ACSL4;CDC25C;MMP9;CCNA2;KIF18A;AKR1B10;FASN;LCN2;BIRC5;EZH2;CDKN3;APOBEC3B
Mammary Neoplasms, Human	32/476	2.14744912343865e-05	0.00186865098724049	32	0.0672268907563025	TOP2A;NOTCH3;AFP;HMMR;BRCA1;FOXM1;MKI67;TYMS;CYP17A1;AURKA;BRIP1;EXO1;CHEK1;DNMT3B;E2F1;RAD54L;NQO1;CDKN2A;CCL20;UBE2C;DKK1;ETV4;MMP9;CENPF;RAD51;PRC1;CCNE1;FASN;CD109;BIRC5;EZH2;APOBEC3B
Carcinoma of lung	109/2476	2.4938614625638e-05	0.00211714662241202	109	0.0440226171243942	CHRM3;REG1A;BUB1B;MSI1;CDC20;FADS2;SCGN;PTTG1;CHEK1;NEK2;KPNA2;FADS1;MAGEA3;WDHD1;CDC25C;DKK1;MYCN;MSH2;SMO;PRR11;NOTCH3;CDCA5;SHOX2;CDCA8;VCX;THY1;SEZ6L2;IQGAP3;ACACA;CYP27B1;CCNB2;CCNB1;RACGAP1;SCGB1D2;NEU1;SFN;MAGEC2;CHKA;UBE2C;PLK1;HMGA1;CDC6;FBXO32;ALOX15B;NDC80;ANLN;TPX2;LIN28B;AKR1B10;CABYR;FASN;KIF4A;LCN2;REN;EZH2;GPR19;TOP2A;TMEM45B;FEN1;KIF14;BRCA1;FOXM1;KRT20;ROBO1;EXO1;MDK;NUF2;PEA15;PBK;DNMT3B;CD34;MSMB;TCF19;ABCC4;VWF;KIF23;MMP9;ETV4;TSPY1;MMP12;PSRC1;HKDC1;BIRC5;CDH13;ITGA6;PLA2G1B;TYMS;AURKB;CYP17A1;AURKA;RASD2;DUOX1;E2F1;GPC3;E2F2;BUB1;E2F8;NQO1;CDKN2B;SPAG5;CDKN2A;CCL20;RAD51;GSTA4;PPP2R2C;SCD;TRIM31;CDKN3;MAD2L1
Irregular hyperpigmentation	8/41	2.55499091485183e-05	0.00211714662241202	8	0.195121951219512	FANCI;BRIP1;RAD51;FANCD2;UBE2T;SPINK5;FANCE;FANCG
Absent earlobe	5/13	2.55886554323624e-05	0.00211714662241202	5	0.384615384615385	PLK4;CENPE;CEP152;ESCO2;TRAIP
Pancreatic carcinoma	87/1869	2.64583454057873e-05	0.00215379466553239	87	0.0465489566613162	TOP2A;GMNN;KIF14;BUB1B;BRCA1;TTF2;FOXM1;KRT20;KIF15;ROBO1;LMNB1;CDC20;MDK;PEG10;CHEK1;MUC13;NEK2;TK1;EDIL3;CD34;MAGEA3;MSMB;RNF43;ABCC4;SPINK1;VASH2;CDC25C;DKK1;MMP9;ETV4;CDC25A;MMP12;CCNA2;MMP11;MYCN;MSH2;CCNE2;FANCD2;BIRC5;CDH13;ITGA6;KIF20A;REG3A;NOTCH3;COL11A1;IGSF1;TTK;AFP;HMMR;TYMS;FUT2;AGPAT1;AURKB;CYP17A1;AURKA;CYP27B1;CST1;PODXL;E2F1;GPC3;GCNT3;RAD54L;SPOCK1;IGF2BP3;SMYD3;BUB1;CTHRC1;NQO1;FDPS;CDKN2B;STIL;RRM2;CHKA;CDKN2A;CCL20;PLK1;HTR1D;HMGA1;CDC7;FANCG;TPX2;RAD51;AKR1B10;LCN2;EZH2;CDKN3;APOBEC3B
Malignant neoplasm of pancreas	86/1846	2.8756358550311e-05	0.00230370383497491	86	0.0465872156013001	TOP2A;GMNN;KIF14;BUB1B;BRCA1;TTF2;FOXM1;KRT20;KIF15;ROBO1;LMNB1;CDC20;MDK;CHEK1;MUC13;NEK2;TK1;EDIL3;CD34;MAGEA3;MSMB;RNF43;ABCC4;SPINK1;VASH2;CDC25C;DKK1;MMP9;ETV4;MMP12;CCNA2;MMP11;MYCN;MSH2;CCNE2;FANCD2;BIRC5;CDH13;ITGA6;KIF20A;GUCY2C;REG3A;NOTCH3;COL11A1;IGSF1;TTK;AFP;HMMR;TYMS;FUT2;AURKB;CYP17A1;AURKA;CYP27B1;CST1;PODXL;E2F1;GPC3;GCNT3;RAD54L;SPOCK1;IGF2BP3;SMYD3;BUB1;CTHRC1;NQO1;FDPS;CDKN2B;STIL;RRM2;CHKA;CDKN2A;CCL20;SORT1;PLK1;HTR1D;HMGA1;CDC7;FANCG;TPX2;RAD51;AKR1B10;LCN2;EZH2;CDKN3;APOBEC3B
