Term	Overlap	P.value	Adjusted.P.value	Gene_count	Gene_ratio	Genes
Esophageal carcinoma	64/685	8.7687154893738e-06	0.000169114354860457	64	0.0934306569343066	ITK;CD80;CXCL1;CXCL2;CYR61;DNALI1;AKAP12;DACH1;MYC;CD38;SEMA6A;MMP7;IGFBP3;HGF;MMP2;IL18;KRT7;PDCD1LG2;AR;CYP2A6;CRISPLD2;IL1B;RARB;TFF2;TFF1;CYP2E1;TLR4;ENG;ABCG2;CRP;CD274;ADH1C;ADH1B;GSTP1;SLC22A1;TGFA;VTCN1;PTGS2;ADH4;RELN;HMOX1;FZD1;EGR1;CCL21;GADD45B;FOXF1;TFPI2;IGF2;IGF1;KLF4;ESR1;BMP6;GADD45G;SLC2A9;CYP2C9;GJB2;IL6;CXCL12;AXL;NAT2;CYP1A1;FAS;FAT4;FGFR2
Acute pancreatitis	18/104	8.80798216216136e-06	0.000169410048216788	18	0.173076923076923	IL33;ADH1B;SERPINE1;PLA2G2A;KMO;PTGS2;IL6;FCGR3A;PTPRC;FCGR3B;AIM2;IL1B;HMOX1;CCL2;CD14;TLR4;CFTR;MBL2
Malignant Pleural Mesothelioma	32/260	9.04145956217254e-06	0.000173429405910724	32	0.123076923076923	CSF1R;CD274;RAMP3;CHRNA4;IL24;NR1I2;PTGS2;THBS1;SOCS3;MYC;CD38;PROM1;WNT2;SLC16A4;SEMA6A;MMP7;HGF;SEMA6D;IGF1;F3;ALDH1A3;KRT19;IL6;PTPRC;CXCL12;NAT2;SFRP5;TBXAS1;CYP1A1;RARB;EPHA2;ABCG2
Malignant mesothelioma	38/335	9.46477234027455e-06	0.000180856514292199	38	0.113432835820896	CDA;FCN2;EPO;GSTP1;SERPINE1;IL24;PTGS2;SERPINA4;THBD;ADAMTS2;C9;CCL5;CCL3;IL13RA2;NGFR;CCL23;HGF;IGFBP3;MMP2;IGF2;IL18;IGF1;F3;ESR1;AR;ZEB2;IL6;F9;CXCL12;NAT2;IL1B;TBXAS1;IL2RB;CYP1A1;HCLS1;SIGLEC7;ATF3;EPHA2
Petit mal status	15/76	9.4797636058782e-06	0.000180856514292199	15	0.197368421052632	KCNK5;NTRK2;EPO;AQP4;ANK3;FOS;SSTR1;GATA3;PTGS2;SLC8A1;NTF3;CCL3;HMOX1;CCL2;CD33
Intrahepatic Cholestasis	10/35	9.5136574111551e-06	0.000181015234290741	10	0.285714285714286	EGR1;ABCB4;NR1I3;SLC22A1;AKR1D1;NR1I2;TEK;CYP7B1;SHBG;CXCL2
Ankylosing spondylitis	39/348	9.64509823441267e-06	0.000183024142903949	39	0.112068965517241	CRP;ANKRD55;TAT;LRRK2;PRF1;TNFRSF11B;PTPN22;GATA3;ANTXR2;PTGS2;BACH2;CYP2B6;CD38;CCL2;CD14;SLC17A2;MBL2;GCKR;PTGIS;SCD5;IGF2;GEM;BMP6;AR;CYP2C9;CYP26A1;IL6;IL1B;IL2RB;CYP1A1;HLA-DPB1;SAA1;HCLS1;CD226;CD69;TLR4;SIGLEC7;MS4A1;IL18R1
Myasthenia Gravis	25/179	9.69398618796162e-06	0.00018305364972547	25	0.139664804469274	CNTFR;CHRNA4;PRF1;KCNA3;AQP4;PTPN22;CCL5;NCAM1;MBL2;BCHE;TSLP;CCL21;B3GAT1;GZMB;ESR1;IL6;PTPRC;IL1B;IL2RB;HLA-DPB1;FAS;CD69;IL7R;MS4A1;TLR4
Malignant neoplasm of esophagus	63/673	9.69837788175352e-06	0.00018305364972547	63	0.0936106983655275	ITK;CD80;CXCL1;CXCL2;CYR61;AKAP12;DACH1;MYC;CD38;SEMA6A;MMP7;IGFBP3;HGF;MMP2;IL18;KRT7;AMPD1;PDCD1LG2;AR;CYP2A6;CRISPLD2;IL1B;RARB;MT1G;CYP2E1;TLR4;ENG;RBMS3;CRP;CD274;ADH1C;BCL2A1;ADH1B;GSTP1;NR1I2;SLC22A1;VTCN1;PTGS2;CYP2C19;PTGS1;ADH4;SERTAD1;HMOX1;FZD1;EGR1;GADD45B;TFPI2;IGF2;IGF1;MCC;KLF4;GADD45G;CYP2C9;CYP26A1;GJB2;IL6;CXCL12;NAT1;AXL;NAT2;CYP1A1;FAS;FAT4
Histiocytosis haematophagic	8/22	1.03039750295906e-05	0.000193966849094262	8	0.363636363636364	CD163;SH2D1A;IL18;PRF1;GZMB;HMOX1;NCAM1;MS4A1
Presenile dementia	40/362	1.04323448622058e-05	0.000195862432187514	40	0.110497237569061	CRP;CETP;CSF1R;ITIH4;SPON1;CLSTN2;CHRNA4;LRRK2;SERPINE1;NR1I2;PZP;PTGS2;THBS1;MS4A4A;RELN;HMOX1;CD38;CCL2;CD33;SNCA;BCHE;NTRK2;CR1;MME;IGF2;IL18;IGF1;ESR1;SELE;ACE2;IL6;CD4;CXCL12;IL1B;PLP1;FAS;IGFALS;LPA;SHBG;LY6E
Secondary malignant neoplasm of liver	51/508	1.05509276569542e-05	0.000197564724751116	51	0.100393700787402	ITK;CLEC4M;SERPINE1;HBB;AQP4;CXCL1;CLDN2;AREG;MYC;EPHB1;MMP7;HGF;MMP2;NRG1;F3;EREG;AR;TIAM1;ZEB2;MMRN1;ANGPTL6;CEACAM6;ATF3;CFTR;ABCG2;CRP;PTGS2;CST7;CYP2B6;CCL5;CCL2;NCAM1;PROM1;WNT2;MFAP3L;CCR1;NTRK2;TFPI2;B3GAT1;IGF2;PPBP;ESR1;SELE;FOSL1;NR4A2;IL6;CXCL12;AXL;SPRY2;TEK;FGFR2
Acquired Hypogammaglobulinemia	16/86	1.06689194748551e-05	0.000198201081477754	16	0.186046511627907	FCN2;ITK;DUSP5;SH2D1A;IKZF1;FCGR3A;IL6;FCGR3B;PTPRC;IRF4;CD38;CCL19;FCGR2B;MS4A1;MBL2;RAG1
Chronic gastritis	16/86	1.06689194748551e-05	0.000198201081477754	16	0.186046511627907	GSTP1;SLC22A1;IL18;THBS1;IL6;SELL;CD8A;IL1B;CCL5;TFF2;FAS;TFF1;CYP2E1;TLR4;WNT2;S100A8
Diabetic Neuropathies	16/86	1.06689194748551e-05	0.000198201081477754	16	0.186046511627907	NGFR;MME;TGFB3;HHIP;LRRK2;HGF;MMP2;NRG1;TNFRSF11B;IGF1;PTGS2;THBD;IL1B;NTF3;LEPR;TLR4
Premature coronary artery disease	12/51	1.12529572320007e-05	0.00020850374682749	12	0.235294117647059	SELP;CETP;IL6;CA2;LPAL2;PLA2G2A;CCL2;APOA4;LPA;THBS1;ESR1;SELE
Ischemic cardiomyopathy	19/116	1.14372937681861e-05	0.000210815534612556	19	0.163793103448276	SEMA6A;HGF;IGFBP3;SERPINE1;IGF2;IL18;ADRB1;IGF1;ESR1;CYR61;ACE2;IL6;CXCL12;AXL;SVEP1;NCAM1;ANGPTL4;TEK;LPA
Respiratory Syncytial Virus Infections	19/116	1.14372937681861e-05	0.000210815534612556	19	0.163793103448276	CCR1;CD274;NGFR;TSLP;CD80;SFTPD;PTGS2;IL6;FCGR3A;FCGR3B;IL1B;CCL5;HLA-DPB1;CCL2;FAS;NCAM1;TLR4;CFTR;IL18R1
Epilepsy, Temporal Lobe	25/181	1.17982712923913e-05	0.000216904322617002	25	0.138121546961326	GABRB3;GLS2;SLC1A1;SLC1A2;FHL2;KCNA3;AQP4;PRICKLE1;PTGS2;CRHBP;GNA14;RELN;CCL4;CCL3;FYN;GRIA3;LGI1;NTRK2;EGR2;KCNJ10;NPY1R;ESR1;IL1B;FAS;TEK
Anoxia	34/288	1.18506715507063e-05	0.000217303246725127	34	0.118055555555556	ALDH1L1;EPO;SLC2A3;SPINT2;PTGS2;THBS1;CYR61;EDNRB;MYC;HMOX1;CCL2;KCNN2;XDH;SLC16A4;HGFAC;CYP2J2;EGR1;TGFB3;HGF;IGFBP3;ESRRG;IGF1;FOS;ESR1;AR;IL6;CXCL12;IL1B;SARDH;FAS;TEK;TLR4;CFTR;ENG
Hyperinsulinism	41/377	1.19244852794567e-05	0.000218091748857867	41	0.108753315649867	CRP;CETP;PFKFB1;STEAP4;MT1L;NR1I3;SERPINE1;LECT2;KCNA3;SGMS2;GHR;LEPR;CNGA1;CCL3;HMOX1;CCL2;LRAT;CD14;PTGDS;PROM1;PLTP;WNT2;NPY5R;IGFBP3;IGF2;IL18;CYBB;IGF1;FOS;ESR1;APOA5;IL6;CXCL12;LPAL2;AGTR1;ANGPTL3;ANGPTL4;IGFALS;MT1B;SHBG;TLR4
Chronic Periodontitis	22/148	1.2043051784767e-05	0.000219692578692218	22	0.148648648648649	IL33;HGD;TAT;MMP2;SERPINE1;NR1I2;IL18;DEFB1;TNFRSF11B;PTGS2;IGHG3;IL6;FCGR3A;CD4;CXCL12;NAT2;TCN1;IL1B;AGTR1;SLAMF7;CD14;TLR4
Respiratory syncytial virus (RSV) infection in conditions classified elsewhere and of unspecified site	28/216	1.22818873761933e-05	0.00022347351889125	28	0.12962962962963	CRP;PRF1;CXCL2;FCGR3B;CCL5;HMOX1;CCL2;NCAM1;CD14;NGFR;SEMA6A;TSLP;SFTPD;B3GAT1;IGF2;IL18;IGF1;SELE;IL6;IL1B;HLA-DPB1;FAS;CLC;IGFALS;HPD;TLR4;CFTR;EPHA3
Ureteral obstruction	21/138	1.30860896159408e-05	0.000237495749491356	21	0.152173913043478	CCR1;MMP7;SERPINE1;IL18;IGF1;PTGS2;THBS1;GADD45G;PTGS1;RGS2;SFRP1;WNT11;ADAMTS1;IL1B;CCL5;ID1;CCL4;HMOX1;CCL2;TLR4;ENG
Peripheral Vascular Diseases	15/78	1.31923570697698e-05	0.000238812029002124	15	0.192307692307692	P2RY12;HGF;CYP2C19;F3;THBS1;IL6;NAT2;CYP1A2;AGTR1;CYP1A1;CD14;LPA;SHBG;TLR4;CFTR
Migraine Disorders	34/290	1.37334430278824e-05	0.00024797272895753	34	0.117241379310345	KCNK5;VIPR1;NNMT;SLC24A3;ADH1B;KCNA3;AQP4;DBH;NLRC4;CSAD;PTGS2;SLC4A4;EDNRB;S100A12;CCL2;TRPM8;GRIA3;PRKG1;CCR1;DUSP2;GCH1;GDF2;TRPV3;ANK3;ESR1;GEM;AJAP1;ACE2;PTPRC;NBEA;AGTR1;FAS;TLR4;ENG
Idiopathic crescentic glomerulonephritis	12/52	1.39257925579429e-05	0.000249536100569924	12	0.230769230769231	FCGR3A;FCGR3B;IL1B;SERPINE1;BGN;CCL3;CCL2;FOSB;FOS;F3;MS4A1;DCN
Lymphocytic infiltration	12/52	1.39257925579429e-05	0.000249536100569924	12	0.230769230769231	PDGFRA;ITIH4;CD274;IL33;IL6;CXCL12;CCL5;SFTPD;IGF2;ESR1;GEM;BMP6
X-linked agammaglobulinemia	12/52	1.39257925579429e-05	0.000249536100569924	12	0.230769230769231	ITIH4;FCGR3A;LAG3;IL6;FCGR3B;CR1;PTPRC;CD80;CYBB;CD14;TLR4;DNALI1
Neuromyelitis Optica	11/44	1.40224639462026e-05	0.000250633837907127	11	0.25	CH25H;FCGR3A;CD163;IL6;FCRL3;SLC1A2;HLA-DPB1;IRF8;AQP4;PTPN22;ABCG2
Hepatic necrosis	7/17	1.44466522503435e-05	0.000257565250951968	7	0.411764705882353	NR1I2;CCL4;FPR1;TGFA;GPT;CYP3A4;CYR61
Osteopenia	37/329	1.49727123717767e-05	0.000266273512983507	37	0.112462006079027	HPGD;EPO;SERPINE1;FHL2;TNFRSF11B;PTN;ANTXR2;GHR;IL1RL1;ZFP36;ADAMTS2;PDE11A;ADAMTSL2;CDH23;PROK2;HMOX1;CD38;VSIG4;CCR1;IL33;EGR2;MMP2;LIFR;IGF1;ESR1;IL6;RNF125;NAT2;IRF4;IL1B;ALPL;FAT4;IGFALS;CFTR;IL18R1;S100A8;FGFR2
Alveolitis	8/23	1.50632590551631e-05	0.000267212399981063	8	0.347826086956522	CRP;CCL5;IL2RB;CCL3;HCLS1;CCL2;CCL19;SIGLEC7
Angina, Unstable	14/70	1.59437437710236e-05	0.000282124546028262	14	0.2	CRP;SERPINE1;IL18;TNFRSF11B;CYP2C19;F3;SELP;IL6;IL1B;CCL3;CCL2;CD14;TLR4;MBL2
Acute Promyelocytic Leukemia	48/475	1.60772185654472e-05	0.000283776940165176	48	0.101052631578947	CSF1R;AQP9;PRF1;SLC1A2;AQP7;TGFA;PTGS2;THBS1;PTGS1;THBD;HK3;ZFP36;CYP2B6;ADAMTS13;KLRK1;MYC;CCL5;CD38;ANXA8;NCAM1;CD14;PROM1;CD33;NGFR;EGR1;IGFBP3;HGF;DEFA3;F3;PBX1;BMP6;TNFRSF10D;CYP26A1;HCK;SFRP1;IL6;F9;GPRC5A;NCOR1;PTPRC;NAT1;IL1B;ID1;RARB;MT1G;IRF8;LPA;S100A8
Malignant neoplasm of pharynx	10/37	1.63784386754524e-05	0.000287659029639831	10	0.27027027027027	ADH4;ADH1C;ADH1B;LAMC3;ADH1A;GSTP1;IL1B;CYP1A1;FAS;CYP2E1
Pelvic Organ Prolapse	10/37	1.63784386754524e-05	0.000287659029639831	10	0.27027027027027	IL6;MMRN1;LUM;MMP2;PTGS2;THBS1;ESR1;FBLN5;DCN;ATF3
Experimental Lung Inflammation	12/53	1.71367911203417e-05	0.000300233187004403	12	0.226415094339623	CCR1;IL33;IL6;IL1B;CCL4;IL2RB;IL18;HMOX1;CCL2;CXCL1;CCL19;TLR4
Acute Chest Syndrome	9/30	1.72360234544642e-05	0.000301226108668389	9	0.3	P2RY12;IL6;SELL;IL1B;IL18;HMOX1;HBA1;CYP2C19;TLR4
Mesothelioma	41/383	1.73670347599197e-05	0.000302768157711113	41	0.107049608355091	CSF1R;CD274;EPO;SERPINE1;IL24;NR1I2;ITLN1;TGFA;CXCR6;PTGS2;CYP3A4;ADRA1A;SOCS3;HMOX1;CCL2;FYN;CD14;IL13RA2;WNT2;EGR1;CD163;HGF;MMP2;PLA2G4A;ABCA8;F3;ESR1;ADRA2B;KLK11;BMP6;FOSL1;SFRP1;F8;ZEB2;IL6;AXL;IL1B;TBXAS1;FAS;EPHA2;ABCG2
Hyperlipidemia	29/232	1.74497100353104e-05	0.000303462033488764	29	0.125	CRP;CETP;SERPINE1;NR1I2;LCAT;TNFRSF11B;PIK3C2G;CYP2C19;PTGS1;HSD11B1;KLRK1;NPC1L1;CCL5;APOF;LEPR;CCL2;BCHE;DEFA3;APOA4;PPBP;APOA5;CYP2C9;IL6;IL1B;LPAL2;ANGPTL3;SAA1;ANGPTL4;LPA
Epilepsy	96/1177	1.82238402009237e-05	0.000316147894466024	96	0.0815632965165675	GABRB3;ECM1;LAMC3;FHL2;PRF1;AQP4;SPINT2;DBH;GYS2;CPT2;GRM8;ADAMTSL2;LEPR;COTL1;LRAT;PHGDH;MLYCD;EPHB1;ACADS;PHLDA1;AASS;CCBE1;SEMA6A;BCKDHB;NPY1R;SLC6A12;NRG1;ANK2;FOS;SSTR1;ADRA2B;TGFBR3;ZEB2;RNF125;IL1B;SLC9A9;HPD;FBP1;ASPA;TLR4;PVALB;UGT2B7;EPHA3;ENG;ABCG2;RBMS3;C1QA;LAMA2;HEPACAM;CHRNA4;HAAO;SLC1A1;NR1I2;KCNA3;SLC1A2;SLC3A1;SLC5A1;PRICKLE1;CYP2C19;CYP3A4;CYP2C18;NALCN;ACMSD;CYP2B6;RELN;SLC19A3;CCL2;PCK1;PRODH;SLC13A5;SCN3A;GRIA3;LGI1;EGR1;EGR3;KCNJ10;NLGN4X;GK;MMAA;GCH1;SLC4A10;GDF6;ESR1;CYP2C9;IL6;GJB2;NR4A3;NAT2;CYP1A2;CYP1A1;ALPL;FOSB;FAT4;CLC;FGFR2;OTC
Neural Tube Defects	23/163	1.83590318669479e-05	0.000317714492797694	23	0.141104294478528	PDGFRA;BCHE;ALDH1L1;GCH1;SHMT1;LST1;NPY1R;IGF2;SPINT2;PRICKLE1;GRHL2;BHMT;FOLH1;NAT2;TCN1;CYP1A2;ID1;PEMT;CCL2;NCAM1;PRSS8;F2RL2;DACT1
Carcinogenesis	271/4065	1.85351930921962e-05	0.000319980723674548	271	0.0666666666666667	CDA;VIPR1;MT1M;SERPINE1;AQP9;PRF1;MRGPRF;SPINT2;IKZF1;CLDN2;RXFP1;CRHBP;EDNRB;MYC;PTGDS;EPHB1;SDS;KRT7;EREG;AR;SFRP1;SFRP5;RBP1;AGTR1;MT1F;MT1G;CYP2E1;ATF3;EPHA3;EPHA2;PLA1A;TSPYL5;BEX1;SHMT1;ENDOD1;TGFA;GATA3;APCDD1;PKHD1;PLAC8;CYP2B6;KLRK1;PRKAR2B;EPB41L3;S100A12;HMOX1;ARSF;CD14;TRPM8;PROM1;NGFR;EGR1;GADD45B;CADM2;FOXF1;IGF2;GDF2;IGF1;PBX1;GADD45G;FOSL1;CYP26A1;CYP2C8;BHMT;GJB2;CYP2S1;ID1;CYP1A2;ID4;CYP1A1;SNAI1;FAT4;HAMP;SRPX;ITK;ECM1;IL24;LRRC4;WFDC1;TCF21;CSAD;AREG;AKAP12;CD38;PHGDH;DUSP5;DUSP2;MME;ANXA3;BGN;IL18;AMPD1;FOS;F3;CBFA2T3;CLDN11;ZEB2;GPRC5A;F9;CEACAM6;IL1B;RARB;TFF2;TFF1;ANGPTL4;TLR4;ENG;ADH1C;ADH1B;GSTP1;NR1I3;PTGER2;NR1I2;KCNA3;TMPRSS2;PTN;CXCR6;PTGS2;PTGS1;CPN1;TCEAL7;MYCT1;RELN;SULT1E1;SERTAD1;ABI3BP;CCL19;FILIP1L;XDH;IL33;BCHE;CCL21;LILRB1;GRHL2;GNMT;SULF2;KRT19;AXL;FOSB;FAS;LGR6;IL18R1;F2RL2;EPO;CD80;CCL4L2;DEFB1;OGDHL;CXCL14;NR3C2;RGS2;ZFP36;DACH1;LEPR;PHLDA1;SH3GL2;RAG1;PDGFRA;ZGPAT;SEMA6A;SCARA5;IGFBP3;HGF;LIFR;ANXA10;FOLH1;CD8B;LPA;S100A8;ABCG2;CD274;CSF1R;NNMT;CHRNA4;SLC1A2;DPT;TNFRSF11B;VTCN1;FBLN5;SOCS2;SOCS3;PRODH;WNT2;SLC14A1;TFPI2;SMAD9;MCC;ESR1;BMP6;TNFRSF10D;SELP;RCAN1;NR4A1;PTPRB;IL6;CXCL12;PTPRC;NR4A3;NAT1;TRPV6;NAT2;LHX2;SHBG;FGFR2;TAT;FHL1;FHL2;SLC2A3;CXCL1;RND3;ADRA1A;CYR61;THBD;DNMT3L;HGFAC;MBL2;DACT1;MMP7;PTGIS;PEG3;MMP2;CYP3A43;PLA2G4A;NRG1;SSTR1;ADRA2B;ASPN;DCN;TGFBR3;CYP2A6;AIM2;MMRN1;IRF4;IRF8;FBP1;ASPA;UGT2B7;CDH19;RBMS3;CRP;BCL2A1;HPGD;GLS2;ITLN1;SLC3A1;NLRC4;CYP3A4;THBS1;RAB20;WNT11;RASD1;RAB25;CCL5;CCL4;CCL2;FYN;NCAM1;WASF3;NTRK2;GALNT3;EYA2;LUM;TRAT1;PLA2G2A;KLF4;PTPN13;TBX15;POU2AF1;SARDH;SPRY2;TEK
Osteomyelitis	13/62	1.86842207216965e-05	0.000321768647854423	13	0.209677419354839	CRP;IGHM;HPGD;SERPINE1;HBB;CYBB;PTGS2;CXCL2;CD79A;IL1B;CCL3;CCL2;TLR4
Respiratory Distress Syndrome, Adult	25/186	1.89905693549914e-05	0.000325783666137865	25	0.134408602150538	SERPINE1;PRF1;FBLN5;THBD;TBXA2R;HMOX1;CCL2;IGFBP6;MBL2;HGF;IGFBP3;SFTPD;IL18;PLA2G4A;GZMB;IGF1;F3;ACE2;IL6;IL1B;AGTR1;CYP1A1;FAS;TEK;TLR4
Experimental Organism Basal Cell Carcinoma	33/282	1.90094170832069e-05	0.000325783666137865	33	0.117021276595745	GSTP1;DEFB1;GATA3;CXCR6;CD3E;PTGS2;ADRA1A;CYR61;PTGS1;CYP2B6;CCL5;CD38;CCL2;PDGFRA;TGFB3;HGF;BGN;FOS;KLF4;ADRA2B;GEM;DCN;AR;HAL;IL6;CXCL12;IRF4;SFRP5;CYP1A1;RARB;FAS;TEK;FGFR2
Acute leukemia	49/492	1.93275807616594e-05	0.000330436272055616	49	0.0995934959349594	CDA;PRF1;IKZF1;CD3E;AKAP12;MYC;LEPR;CD38;ANXA8;CD33;PDGFRA;DUSP2;MME;MMP2;IL18;NCOR1;IRF4;SFRP5;HCLS1;TLR4;ANGPTL1;CFTR;ABCG2;RBMS3;CSF1R;ABCB4;GSTP1;AFM;CYP3A4;CD1C;SOCS2;CD79A;CYP2B6;HMOX1;NCAM1;CD14;NGFR;SELE;PBX1;NR4A1;IL6;PTPRC;POU2AF1;IL2RB;CYP1A1;HLA-DPB1;IL7R;SIGLEC7;IL18R1
Osteosarcoma	91/1103	1.96840129080052e-05	0.000335719140633399	91	0.0825022665457842	DIRAS3;FCN2;CXCL6;SERPINE1;FHL2;TCF21;OXT;AREG;CYR61;GHR;IGHG3;ADAMTS2;EDNRB;RGS1;ADAMTS1;MYC;KYNU;COTL1;PHGDH;PTGDS;PHLDA1;PDGFRA;MMP7;SEMA6A;MMP2;SEMA6D;IGFBP3;HGF;BGN;FOS;CBFA2T3;DCN;TIAM1;ZEB2;IL1B;AGTR1;IRF8;DNASE1L3;S100A8;EPHA2;ENG;CD274;OAT;GSTP1;NR1I3;NR1I2;SAA4;KCNA3;TGFA;DTX1;TNFRSF11B;PTGS2;CYP3A4;APCDD1;THBS1;HSD11B1;SOCS3;CYP2B6;KLRK1;CCL5;CCL3;CCL2;S100A12;HMOX1;CD14;TRPM8;PROM1;WNT2;WASF3;FZD1;EGR1;EGR2;CD163;LUM;IGF2;GDF2;IGF1;KLF4;ESR1;BMP6;IL6;HAL;KRT19;CXCL12;AXL;SNAI1;ALPL;FAS;SPRY2;FXYD6;FGFR2
Low density lipoprotein cholesterol measurement	33/283	2.04454138229132e-05	0.000347866920765816	33	0.11660777385159	CETP;PDE1A;SLC22A1;NR1I2;LCAT;PLA2G5;IL1RAP;ADRA1B;C8A;PTGS1;NR3C2;CYP2B6;NPC1L1;LEPR;PDE4B;RNF150;IL13RA2;GCKR;CYP4F2;APOC4;F3;ESR1;DHODH;TGFBR3;AR;MSRA;CD4;NCOR1;CR1L;AGTR1;ANGPTL3;FAS;LPA
Lymphomatoid Granulomatosis	5/8	2.07540830959164e-05	0.0003522719428127	5	0.625	FCGR3A;FCGR3B;B3GAT1;NCAM1;CD3E
Asthma, Occupational	8/24	2.15427643326134e-05	0.000364783937670425	8	0.333333333333333	NAT1;NAT2;GSTP1;HLA-DPB1;PLA2G4A;PTGS2;PTGS1;MBL2
Sarcoidosis, Pulmonary	11/46	2.21176156969108e-05	0.000371849130410296	11	0.239130434782609	ACE2;CCL5;CCL3;IL18;NCAM1;CD14;CCL19;IGF1;PTGS2;TLR4;SLC27A5
Acute periodontitis	11/46	2.21176156969108e-05	0.000371849130410296	11	0.239130434782609	IL6;CCL5;MMP2;IL1B;FPR1;IL18;SLAMF7;GATA3;CD14;PTGS2;TLR4
Disseminated Intravascular Coagulation	11/46	2.21176156969108e-05	0.000371849130410296	11	0.239130434782609	THBD;ZFP36;IL6;ADAMTS13;TAT;SERPINE1;OXT;NCAM1;NLRC4;F3;MBL2
Bipolar Disorder	73/837	2.24281186973896e-05	0.000376175886587971	73	0.0872162485065711	GABRB3;CLEC10A;DEFB1;DBH;SLC4A4;ADRA1A;NR3C2;CRHBP;TDO2;CA2;NDST3;STAB1;PDE4B;PROK2;PTGDS;ACADS;MBL2;PRIMA1;DUSP2;SLC6A13;PLA2G4A;NRG1;ANK3;KMO;ADRA2B;SFRP1;F9;FEZ1;IL1B;ATF5;TLR4;PVALB;ITGA9;RBMS3;CRP;ITIH4;NNMT;SLC1A1;KCNA3;SLC1A2;GLYAT;CXCR6;RELN;SLITRK2;ABI3BP;NTF3;CCL2;FYN;NCAM1;PRODH;PROM1;GRIA3;NTRK2;EGR1;BCHE;EGR2;EGR3;GCH1;CADM2;PLA2G2A;SLC4A10;IGF1;ESR1;GSTZ1;NR4A2;IL6;PLCXD3;NR4A3;NBEA;TRPV6;IL2RB;CNTN4;FGFR2
Carcinoma, Spindle-Cell	25/188	2.28396507489e-05	0.000382172690309018	25	0.132978723404255	GDA;GSTP1;OXT;SPINT2;GATA3;PTN;PTGS2;PTGS1;BASP1;MYC;XDH;HGF;MMP2;KRT7;HBA1;ESR1;ZEB2;RBP1;ID4;SNAI1;ID3;THRSP;ANGPTL4;TLR4;ENG
Atherosclerosis of aorta	9/31	2.31446593885526e-05	0.000386362969698526	9	0.290322580645161	CRP;CETP;MSRA;LCAT;CCL2;PTPN22;PTGS2;APOA5;TLR4
Carcinoma of larynx	24/177	2.39094569507218e-05	0.00039819090893461	24	0.135593220338983	SEMA6A;ADH1C;ADH1B;CD80;ADH1A;GSTP1;TGFA;SLC2A3;IGF1;PTGS2;ADH6;ADH4;SULT1E1;NAT2;IL1B;RBP1;IL2RB;CYP1A1;HCLS1;RARB;CYP2E1;PROM1;SIGLEC7;ABCG2
Cholecystolithiasis	15/82	2.46624381849716e-05	0.000409766989373776	15	0.182926829268293	CETP;GCKR;MMP2;ABCB4;PLA2G2A;CLDN2;PTGS2;ESR1;AR;GNA14;DACH1;NPC1L1;CYP1A1;HMCN1;TLR4
Classical Hodgkin's Lymphoma	23/166	2.47394638426103e-05	0.000410084133672122	23	0.13855421686747	CSF1R;CD274;ITK;CD163;SEMA6A;HGF;PRF1;CYBB;GATA3;FOS;SOCS3;IL6;PTPRC;IRF4;HLA-DPB1;TNFRSF17;CD38;FAS;FOSB;ATF5;MS4A1;ATF3;SKAP1
Synovitis	18/112	2.51647358941695e-05	0.000416158880044233	18	0.160714285714286	CRP;CSF1R;CD163;GADD45B;SERPINE1;NR1I2;IL18;PTPN22;AREG;THBS1;PTGS1;MARCO;SFRP1;IL6;IL1B;CCL5;CD14;MBL2
Biliary cirrhosis	22/155	2.52461136395584e-05	0.000416531450677842	22	0.141935483870968	CD80;HHIP;HGF;ABCB4;MMP2;GSTP1;KRT7;AQP4;PTPN22;IGF1;PRICKLE1;ESR1;ACE2;CCL5;POU2AF1;HMOX1;SLC17A8;IL7R;HAMP;TLR4;CFTR;ABCG2
Encephalitis	21/144	2.5337487131891e-05	0.000417066823068662	21	0.145833333333333	CRP;LGI1;EGR1;ITIH4;CD163;SH2D1A;NR1I2;PRF1;IL18;KCNA3;AQP4;CXCL1;PTGS2;ACE2;IL6;CPT2;IL1B;CCL3;CD38;CCL2;PRODH
Lymphoid leukemia	27/213	2.61695661858773e-05	0.000429611192846592	27	0.126760563380282	GPM6A;CSF1R;AQP9;SERPINE1;IL24;IKZF1;PTGS2;BACH2;KLRK1;MYC;CD38;GPM6B;CD33;RAG1;NKX3-1;PDGFRA;MME;B3GAT1;KRT7;PBX1;IL6;PTPRC;CXCL12;IL1B;TLR4;ATF3;EPHA3
Cerebrovascular Disorders	24/178	2.62680341445864e-05	0.000429611192846592	24	0.134831460674157	CRP;BCHE;FOXF1;LAMC3;HGF;SERPINE1;NPR3;GDF2;HBB;TNFRSF11B;APOA4;PTGS2;SELE;SELP;CYP2C9;THBD;RELN;IL1B;AGTR1;HMOX1;CD14;TEK;LPA;ENG
Guillain-Barre Syndrome	14/73	2.62816680563117e-05	0.000429611192846592	14	0.191780821917808	CD80;FCRL3;IL18;CXCL1;CD1C;PTGS2;CXCL2;IGHG3;IL1B;FAS;CD14;TLR4;SIGLEC7;MBL2
Polyp of large intestine	13/64	2.67614881682489e-05	0.000434776068582273	13	0.203125	CRP;PTGIS;IGFBP3;GSTP1;IGF1;PTGS2;SLC7A2;PTGS1;NAT1;NAT2;CYP1A2;CYP1A1;ENG
